"","Year","Council","","Man / Boy","Woman / Girl","Identified in another way","Refused","16-34","35-59","60 plus","All"
"3181","2019","Falkirk","Walking (at least 30 min)","53.8","66.8","-","-","*","68.9","44","60.5"
"3182","2019","Fife","Walking (at least 30 min)","71.8","72.1","-","-","81.2","69.9","66.5","72"
"3183","2019","Glasgow City","Walking (at least 30 min)","64.9","60.2","*","-","63.4","66.3","55","62.5"
"3184","2019","Highland","Walking (at least 30 min)","68.4","68.2","-","*","71.7","74.6","59.4","68.4"
"3185","2019","Inverclyde","Walking (at least 30 min)","66.8","56.5","-","-","*","68.8","48.9","61.4"
"3186","2019","Midlothian","Walking (at least 30 min)","67.5","72.7","-","-","75.9","80.1","50","70.3"
"3187","2019","Moray","Walking (at least 30 min)","63.1","71","-","-","*","82.3","53.4","67.1"
"3188","2019","Na h-Eileanan Siar","Walking (at least 30 min)","38.8","47.8","-","-","*","62.9","25.8","43.4"
"3189","2019","North Ayrshire","Walking (at least 30 min)","59.5","70.9","-","-","*","71","55.8","65.5"
"3190","2019","North Lanarkshire","Walking (at least 30 min)","65.8","62.1","-","-","72.6","66.5","50.6","63.9"
"3191","2019","Orkney Islands","Walking (at least 30 min)","61.6","81","-","-","*","77.3","60","71.4"
"3192","2019","Perth & Kinross","Walking (at least 30 min)","65.3","76.3","-","-","*","77.3","65.5","71"
"3193","2019","Renfrewshire","Walking (at least 30 min)","63.9","62.2","-","-","*","70.4","45.8","63"
"3194","2019","Scotland","Walking (at least 30 min)","66.7","68.6","*","*","71.5","72.3","57.8","67.7"
"3195","2019","Scottish Borders","Walking (at least 30 min)","72.5","75.8","-","-","*","78.5","69.4","74.2"
"3196","2019","Shetland Islands","Walking (at least 30 min)","67.1","77","-","-","*","83.1","59.9","72"
"3197","2019","South Ayrshire","Walking (at least 30 min)","69","73.4","-","-","*","76.7","63.5","71.3"
"3198","2019","South Lanarkshire","Walking (at least 30 min)","59.6","59.9","-","-","64.3","64.6","49.6","59.8"
"3199","2019","Stirling","Walking (at least 30 min)","74.3","80.2","-","-","*","79.4","77.2","77.4"
"3200","2019","West Dunbartonshire","Walking (at least 30 min)","61.4","60.9","-","-","*","67.5","49.9","61.1"
"3201","2019","West Lothian","Walking (at least 30 min)","60.2","66.1","-","-","65.9","66.2","55.5","63.2"
"3202","2019","Aberdeen City","Swimming","8.8","17.9","-","-","14.3","17.7","4.6","13.5"
"3203","2019","Aberdeenshire","Swimming","12.6","15.2","-","-","17.7","17.2","6.3","13.9"
"3204","2019","Angus","Swimming","15.1","18.2","*","-","*","25","6.8","16.7"
"3205","2019","Argyll & Bute","Swimming","19.4","15.9","-","-","*","32.1","5.8","17.6"
"3206","2019","Clackmannanshire","Swimming","15.5","18.9","-","-","*","17.7","13.4","17.2"
"3207","2019","Dumfries & Galloway","Swimming","5.2","14.3","-","-","*","12","6","9.9"
"3208","2019","Dundee City","Swimming","18.7","12.9","-","-","13.7","25.6","6.4","15.7"
"3209","2019","East Ayrshire","Swimming","14.6","17.8","-","-","*","17.5","5.4","16.3"
"3210","2019","East Dunbartonshire","Swimming","20.3","26.1","-","-","*","36.1","14.8","23.3"
"3211","2019","East Lothian","Swimming","17.7","27.4","-","-","*","16.4","13.4","22.9"
"3212","2019","East Renfrewshire","Swimming","22","21.7","-","-","*","25.8","16.8","21.9"
"3213","2019","Edinburgh, City of","Swimming","21.7","23.4","*","-","24.4","25.4","15.6","22.6"
"3214","2019","Falkirk","Swimming","21.2","17.3","-","-","*","21.8","6.8","19.2"
"3215","2019","Fife","Swimming","12.9","16.4","-","-","21.5","13.1","10.7","14.7"
"3216","2019","Glasgow City","Swimming","18","18.9","*","-","18.9","22.5","11.1","18.5"
"3217","2019","Highland","Swimming","9.2","15.5","-","*","17.4","9.6","12","12.4"
"3218","2019","Inverclyde","Swimming","16.8","23","-","-","*","25.4","6.4","20.1"
"3219","2019","Midlothian","Swimming","21","23","-","-","28.2","27.4","8.3","22.1"
"3220","2019","Moray","Swimming","12.3","13","-","-","*","11","2.6","12.7"
"3221","2019","Na h-Eileanan Siar","Swimming","13.5","13.2","-","-","*","14.7","2","13.4"
"3222","2019","North Ayrshire","Swimming","15.3","31.9","-","-","*","32.6","14","24.1"
"3223","2019","North Lanarkshire","Swimming","13.5","12.9","-","-","14.9","15.4","8","13.2"
"3224","2019","Orkney Islands","Swimming","10.8","22.6","-","-","*","17.2","8.5","16.7"
"3225","2019","Perth & Kinross","Swimming","23","25.6","-","-","*","31.6","15.1","24.4"
"3226","2019","Renfrewshire","Swimming","23","23.3","-","-","*","27.2","11.3","23.2"
"3227","2019","Scotland","Swimming","15.8","19","*","*","21.1","20","10.5","17.4"
"3228","2019","Scottish Borders","Swimming","9","18.9","-","-","*","17.4","4.8","14.1"
"3229","2019","Shetland Islands","Swimming","20","23.2","-","-","*","25.1","11.3","21.6"
"3230","2019","South Ayrshire","Swimming","7.6","18.9","-","-","*","15","10.1","13.6"
"3231","2019","South Lanarkshire","Swimming","13.2","14.2","-","-","15.4","11.6","15.3","13.8"
"3232","2019","Stirling","Swimming","10.4","25.4","-","-","*","15.7","16.8","18.3"
"3233","2019","West Dunbartonshire","Swimming","17.3","18.4","-","-","*","18.3","15.3","17.9"
"3234","2019","West Lothian","Swimming","19.8","20.5","-","-","25.4","21.6","12.4","20.2"
"3235","2019","Aberdeen City","Keep fit","7","15.1","-","-","13.2","11.7","6.8","11.1"
"3236","2019","Aberdeenshire","Keep fit","5","11.3","-","-","10.8","7.7","6.8","8.2"
"3237","2019","Angus","Keep fit","4","18.7","*","-","*","16.7","10.1","11.6"
"3238","2019","Argyll & Bute","Keep fit","14.2","11.8","-","-","*","12.9","6","13"
"3239","2019","Clackmannanshire","Keep fit","8.6","12.3","-","-","*","11.9","9.7","10.4"
"3240","2019","Dumfries & Galloway","Keep fit","5","13.4","-","-","*","9.3","5.2","9.4"
"3241","2019","Dundee City","Keep fit","4.4","12.8","-","-","11","11.6","2.6","8.8"
"3242","2019","East Ayrshire","Keep fit","7.3","17.7","-","-","*","15.8","0.9","12.7"
"3243","2019","East Dunbartonshire","Keep fit","22","22.5","-","-","*","25","12.3","22.2"
"3244","2019","East Lothian","Keep fit","19.6","14.1","-","-","*","11.9","16.9","16.6"
"3245","2019","East Renfrewshire","Keep fit","11.7","27.5","-","-","*","11.8","21.1","20.1"
"3246","2019","Edinburgh, City of","Keep fit","12.2","24.3","*","-","23.9","18.4","10.3","18.6"
"3247","2019","Falkirk","Keep fit","4.2","13.9","-","-","*","5","3.1","9.2"
"3248","2019","Fife","Keep fit","9.8","16.1","-","-","14.7","14","10.3","13"
"3249","2019","Glasgow City","Keep fit","10.9","18.2","*","-","17.6","15.3","8.6","14.7"
"3250","2019","Highland","Keep fit","8.1","13.1","-","*","15","13","5.1","10.6"
"3251","2019","Inverclyde","Keep fit","7.4","14.6","-","-","*","10.4","6.3","11.2"
"3252","2019","Midlothian","Keep fit","8.3","17","-","-","4.3","21.5","7.9","12.9"
"3253","2019","Moray","Keep fit","3.6","15.9","-","-","*","13","9.9","9.8"
"3254","2019","Na h-Eileanan Siar","Keep fit","7.4","15.1","-","-","*","16.3","1.1","11.3"
"3255","2019","North Ayrshire","Keep fit","1.8","20","-","-","*","14","5.3","11.4"
"3256","2019","North Lanarkshire","Keep fit","12.2","15.5","-","-","17.4","14.5","9.4","13.9"
"3257","2019","Orkney Islands","Keep fit","5.2","19","-","-","*","12.6","9.2","12.2"
"3258","2019","Perth & Kinross","Keep fit","14","26.2","-","-","*","24.5","16.4","20.3"
"3259","2019","Renfrewshire","Keep fit","12.1","25","-","-","*","20.2","13.3","18.8"
"3260","2019","Scotland","Keep fit","9.2","17.4","*","*","16.9","14.5","8.8","13.5"
"3261","2019","Scottish Borders","Keep fit","3.6","14.3","-","-","*","15.3","7.4","9.2"
"3262","2019","Shetland Islands","Keep fit","16.5","16.7","-","-","*","17.4","8.8","16.6"
"3263","2019","South Ayrshire","Keep fit","5.3","19.5","-","-","*","17.6","8.3","12.9"
"3264","2019","South Lanarkshire","Keep fit","8.9","16.3","-","-","13.6","14.7","9.5","12.8"
"3265","2019","Stirling","Keep fit","10.4","20.1","-","-","*","14.4","14.4","15.5"
"3266","2019","West Dunbartonshire","Keep fit","5.7","12.1","-","-","*","11.3","8.3","9.1"
"3267","2019","West Lothian","Keep fit","7.4","14.3","-","-","12.1","12.5","7.1","10.9"
"3268","2019","Aberdeen City","MultiGym / Weight training","23.2","14","-","-","25.4","19.4","5.8","18.5"
"3269","2019","Aberdeenshire","MultiGym / Weight training","15.8","10.5","-","-","26.5","13.5","2.1","13.1"
"3270","2019","Angus","MultiGym / Weight training","20.9","13.9","*","-","*","18.7","6.2","17.3"
"3271","2019","Argyll & Bute","MultiGym / Weight training","18.3","7.5","-","-","*","9.4","1.6","12.8"
"3272","2019","Clackmannanshire","MultiGym / Weight training","17.3","7.6","-","-","*","7","4.2","12.4"
"3273","2019","Dumfries & Galloway","MultiGym / Weight training","10.4","8.8","-","-","*","8.2","3.4","9.6"
"3274","2019","Dundee City","MultiGym / Weight training","26.9","15.2","-","-","36","18.8","3.3","20.8"
"3275","2019","East Ayrshire","MultiGym / Weight training","10.1","11.1","-","-","*","10.1","3.3","10.6"
"3276","2019","East Dunbartonshire","MultiGym / Weight training","30.3","17.2","-","-","*","29.4","7.7","23.4"
"3277","2019","East Lothian","MultiGym / Weight training","23","12.2","-","-","*","11.5","9.1","17.2"
"3278","2019","East Renfrewshire","MultiGym / Weight training","27","20.8","-","-","*","19.7","10.5","23.7"
"3279","2019","Edinburgh, City of","MultiGym / Weight training","19.4","19.1","*","-","28","17.8","7.8","19.3"
"3280","2019","Falkirk","MultiGym / Weight training","16.6","13.5","-","-","*","30.4","0.6","15"
"3281","2019","Fife","MultiGym / Weight training","16","11.3","-","-","21.3","15.3","4.2","13.6"
"3282","2019","Glasgow City","MultiGym / Weight training","24.3","17.4","*","-","32.3","16.1","8.4","20.7"
"3283","2019","Highland","MultiGym / Weight training","11.6","10","-","*","19.2","12.3","3.5","10.7"
"3284","2019","Inverclyde","MultiGym / Weight training","18.1","16.7","-","-","*","17.1","5.6","17.3"
"3285","2019","Midlothian","MultiGym / Weight training","8.8","6.9","-","-","9.8","10","2.5","7.8"
"3286","2019","Moray","MultiGym / Weight training","14.8","8.9","-","-","*","11","4.3","11.8"
"3287","2019","Na h-Eileanan Siar","MultiGym / Weight training","16.9","5.9","-","-","*","15.3","1.6","11.3"
"3288","2019","North Ayrshire","MultiGym / Weight training","8.2","13.4","-","-","*","12.2","3.5","10.9"
"3289","2019","North Lanarkshire","MultiGym / Weight training","17.1","9.3","-","-","21.9","14.6","1.2","13"
"3290","2019","Orkney Islands","MultiGym / Weight training","20.9","19","-","-","*","16.8","3","19.9"
"3291","2019","Perth & Kinross","MultiGym / Weight training","21.2","22.4","-","-","*","32.8","4.9","21.8"
"3292","2019","Renfrewshire","MultiGym / Weight training","25.5","16.6","-","-","*","20.5","3.6","20.9"
"3293","2019","Scotland","MultiGym / Weight training","18.6","13.6","*","*","27.4","16.3","4.6","16"
"3294","2019","Scottish Borders","MultiGym / Weight training","10.4","17.1","-","-","*","16.1","2.1","13.9"
"3295","2019","Shetland Islands","MultiGym / Weight training","25.1","10.9","-","-","*","15.7","3.3","18.1"
"3296","2019","South Ayrshire","MultiGym / Weight training","13","11.3","-","-","*","17.3","1.1","12.1"
"3297","2019","South Lanarkshire","MultiGym / Weight training","17.1","9.8","-","-","18.4","15.9","5.7","13.3"
"3298","2019","Stirling","MultiGym / Weight training","9.9","11.8","-","-","*","10","2.6","10.9"
"3299","2019","West Dunbartonshire","MultiGym / Weight training","19.8","12","-","-","*","20.9","3.2","15.7"
"3300","2019","West Lothian","MultiGym / Weight training","23.6","12.9","-","-","44.2","9.4","5.4","18.1"
"3301","2019","Aberdeen City","Running / Jogging","16.4","9.5","-","-","18.6","14.3","1","12.9"
"3302","2019","Aberdeenshire","Running / Jogging","11.6","8.7","-","-","16.6","13.1","0.9","10.1"
"3303","2019","Angus","Running / Jogging","6.8","12.4","*","-","*","13.3","-","9.6"
"3304","2019","Argyll & Bute","Running / Jogging","9.1","12.3","-","-","*","13.2","0.4","10.7"
"3305","2019","Clackmannanshire","Running / Jogging","20.7","12","-","-","*","13","-","16.3"
"3306","2019","Dumfries & Galloway","Running / Jogging","11.9","9.5","-","-","*","8.8","2","10.6"
"3307","2019","Dundee City","Running / Jogging","10.5","14","-","-","28.2","4.6","1","12.3"
"3308","2019","East Ayrshire","Running / Jogging","12.7","10.1","-","-","*","17.4","3.3","11.3"
"3309","2019","East Dunbartonshire","Running / Jogging","20.3","13.6","-","-","*","24.9","2","16.8"
"3310","2019","East Lothian","Running / Jogging","23.6","14.4","-","-","*","13.9","5.9","18.7"
"3311","2019","East Renfrewshire","Running / Jogging","19.3","16.1","-","-","*","12","3.4","17.6"
"3312","2019","Edinburgh, City of","Running / Jogging","26.4","20.4","*","-","35.2","22.2","5.9","23.3"
"3313","2019","Falkirk","Running / Jogging","16.2","9.3","-","-","*","10.6","-","12.6"
"3314","2019","Fife","Running / Jogging","11","7.1","-","-","11.9","11.4","2.8","8.9"
"3315","2019","Glasgow City","Running / Jogging","19.7","13.3","*","-","26.3","13.9","3.4","16.3"
"3316","2019","Highland","Running / Jogging","8.4","11.4","-","*","19.1","13.3","-","9.9"
"3317","2019","Inverclyde","Running / Jogging","16.7","13","-","-","*","22","1.2","14.7"
"3318","2019","Midlothian","Running / Jogging","12.5","10.7","-","-","20.4","13.6","-","11.5"
"3319","2019","Moray","Running / Jogging","15.5","10","-","-","*","12.3","2.9","12.7"
"3320","2019","Na h-Eileanan Siar","Running / Jogging","10.1","6.4","-","-","*","14.4","-","8.2"
"3321","2019","North Ayrshire","Running / Jogging","4.3","11.7","-","-","*","10.1","-","8.2"
"3322","2019","North Lanarkshire","Running / Jogging","15.8","8.4","-","-","23.2","11.2","1.5","11.9"
"3323","2019","Orkney Islands","Running / Jogging","7","13.2","-","-","*","10.7","1","10.1"
"3324","2019","Perth & Kinross","Running / Jogging","18.2","7.5","-","-","*","14.3","-","12.7"
"3325","2019","Renfrewshire","Running / Jogging","18.3","13.6","-","-","*","18.6","-","15.9"
"3326","2019","Scotland","Running / Jogging","16","11.6","*","*","24.9","14.3","2.1","13.7"
"3327","2019","Scottish Borders","Running / Jogging","5.9","6.3","-","-","*","9.3","1.1","6.1"
"3328","2019","Shetland Islands","Running / Jogging","19","16.5","-","-","*","20","1.3","17.8"
"3329","2019","South Ayrshire","Running / Jogging","12.8","11.9","-","-","*","18.3","1.9","12.3"
"3330","2019","South Lanarkshire","Running / Jogging","19","8.3","-","-","24.7","14.7","2.5","13.4"
"3331","2019","Stirling","Running / Jogging","20.1","10.4","-","-","*","17.4","3.9","15"
"3332","2019","West Dunbartonshire","Running / Jogging","15.2","7.7","-","-","*","11.2","2","11.2"
"3333","2019","West Lothian","Running / Jogging","18.2","10.7","-","-","24.3","15","3.1","14.4"
"3334","2019","Aberdeen City","Cycling (at least 30 min)","12.6","4.9","-","-","11","10.5","1.6","8.7"
"3335","2019","Aberdeenshire","Cycling (at least 30 min)","9.6","7.4","-","-","8.1","12.7","2.8","8.5"
"3336","2019","Angus","Cycling (at least 30 min)","12.6","8.5","*","-","*","13.4","5.2","10.5"
"3337","2019","Argyll & Bute","Cycling (at least 30 min)","18.2","12.6","-","-","*","22.9","8.1","15.3"
"3338","2019","Clackmannanshire","Cycling (at least 30 min)","15.1","8.1","-","-","*","14.4","6.2","11.6"
"3339","2019","Dumfries & Galloway","Cycling (at least 30 min)","6.8","11.2","-","-","*","15.7","5","9.1"
"3340","2019","Dundee City","Cycling (at least 30 min)","13.6","6","-","-","11.6","14.8","0.8","9.6"
"3341","2019","East Ayrshire","Cycling (at least 30 min)","11.4","3.8","-","-","*","13.1","1","7.5"
"3342","2019","East Dunbartonshire","Cycling (at least 30 min)","21.4","12","-","-","*","30.2","5.9","16.5"
"3343","2019","East Lothian","Cycling (at least 30 min)","13.3","8.6","-","-","*","12","8.7","10.8"
"3344","2019","East Renfrewshire","Cycling (at least 30 min)","10.6","1.7","-","-","*","11.8","2.7","5.9"
"3345","2019","Edinburgh, City of","Cycling (at least 30 min)","22","16","*","-","20.9","24.6","7.2","19"
"3346","2019","Falkirk","Cycling (at least 30 min)","12.7","2.1","-","-","*","12.9","0.6","7.2"
"3347","2019","Fife","Cycling (at least 30 min)","16.1","3.9","-","-","12","10.3","6.8","9.7"
"3348","2019","Glasgow City","Cycling (at least 30 min)","14.9","7","*","-","13.7","12.3","3.9","10.9"
"3349","2019","Highland","Cycling (at least 30 min)","19.6","16.1","-","*","15.8","26.7","9.3","17.7"
"3350","2019","Inverclyde","Cycling (at least 30 min)","10.9","7.5","-","-","*","10.5","1.1","9.1"
"3351","2019","Midlothian","Cycling (at least 30 min)","15.8","7.7","-","-","12.2","15.4","5","11.5"
"3352","2019","Moray","Cycling (at least 30 min)","25.2","9.7","-","-","*","19.6","11.7","17.3"
"3353","2019","Na h-Eileanan Siar","Cycling (at least 30 min)","10.4","3.9","-","-","*","11.6","2.4","7.1"
"3354","2019","North Ayrshire","Cycling (at least 30 min)","16.4","3.2","-","-","*","13.7","2.7","9.4"
"3355","2019","North Lanarkshire","Cycling (at least 30 min)","6.5","3.9","-","-","1.3","10.5","0.4","5.1"
"3356","2019","Orkney Islands","Cycling (at least 30 min)","18.4","9","-","-","*","19.9","5.6","13.6"
"3357","2019","Perth & Kinross","Cycling (at least 30 min)","18.7","12.2","-","-","*","26.9","7.1","15.4"
"3358","2019","Renfrewshire","Cycling (at least 30 min)","15.4","6.8","-","-","*","17.3","5.4","11"
"3359","2019","Scotland","Cycling (at least 30 min)","14.3","7.8","*","*","11.2","15.2","5","10.9"
"3360","2019","Scottish Borders","Cycling (at least 30 min)","18.7","6.7","-","-","*","16.4","10.8","12.5"
"3361","2019","Shetland Islands","Cycling (at least 30 min)","9.4","8.8","-","-","*","16.5","1.5","9.1"
"3362","2019","South Ayrshire","Cycling (at least 30 min)","11","6.3","-","-","*","10.7","4.9","8.5"
"3363","2019","South Lanarkshire","Cycling (at least 30 min)","6.2","4.1","-","-","-","8.7","4.5","5.1"
"3364","2019","Stirling","Cycling (at least 30 min)","21.3","11.9","-","-","*","25.4","13.6","16.4"
"3365","2019","West Dunbartonshire","Cycling (at least 30 min)","14.8","6.5","-","-","*","11","4.1","10.4"
"3366","2019","West Lothian","Cycling (at least 30 min)","7.3","5.6","-","-","5.5","9.9","1.8","6.5"
"3367","2019","Aberdeen City","Dancing","2","10.6","-","-","7.1","4.3","8.9","6.4"
"3368","2019","Aberdeenshire","Dancing","2.5","12.9","-","-","9.6","7.6","6.6","7.8"
"3369","2019","Angus","Dancing","1.7","11.8","*","-","*","5.2","4.6","6.9"
"3370","2019","Argyll & Bute","Dancing","6.8","6.3","-","-","*","13.1","3.1","6.6"
"3371","2019","Clackmannanshire","Dancing","1.1","8.8","-","-","*","3.6","5.9","5"
"3372","2019","Dumfries & Galloway","Dancing","1.6","11.6","-","-","*","10.7","3.8","6.8"
"3373","2019","Dundee City","Dancing","4.2","20.2","-","-","21","9.5","5.3","12.6"
"3374","2019","East Ayrshire","Dancing","2.2","4.6","-","-","*","3.4","1.8","3.4"
"3375","2019","East Dunbartonshire","Dancing","7.1","10.9","-","-","*","13.1","4.6","9.1"
"3376","2019","East Lothian","Dancing","7.8","9.9","-","-","*","8.2","8.9","8.9"
"3377","2019","East Renfrewshire","Dancing","2.4","6.9","-","-","*","5","5.7","4.8"
"3378","2019","Edinburgh, City of","Dancing","6.1","17.4","*","-","19","8.4","6.3","12"
"3379","2019","Falkirk","Dancing","0.8","12","-","-","*","9.7","5.4","6.6"
"3380","2019","Fife","Dancing","3.4","10","-","-","6.4","9.6","3.4","6.8"
"3381","2019","Glasgow City","Dancing","4.1","14.5","*","-","8.3","12.7","6.2","9.5"
"3382","2019","Highland","Dancing","5.3","3.7","-","*","4.2","5.2","3.8","4.5"
"3383","2019","Inverclyde","Dancing","4","11.5","-","-","*","10","3.1","8"
"3384","2019","Midlothian","Dancing","3.2","17.8","-","-","8.7","11","13","10.9"
"3385","2019","Moray","Dancing","3.5","5.7","-","-","*","4.7","2.2","4.6"
"3386","2019","Na h-Eileanan Siar","Dancing","1.6","4","-","-","*","3.9","1.1","2.8"
"3387","2019","North Ayrshire","Dancing","1.3","7.8","-","-","*","6","6.7","4.7"
"3388","2019","North Lanarkshire","Dancing","4.6","7.9","-","-","8.8","6.7","3.3","6.3"
"3389","2019","Orkney Islands","Dancing","3.3","4.3","-","-","*","1.7","4.5","3.8"
"3390","2019","Perth & Kinross","Dancing","1.5","12.4","-","-","*","10.2","3.2","7.1"
"3391","2019","Renfrewshire","Dancing","4.8","15.6","-","-","*","15.8","3.2","10.4"
"3392","2019","Scotland","Dancing","3.8","11.6","*","*","9.2","8.8","5.3","7.9"
"3393","2019","Scottish Borders","Dancing","0.8","4.7","-","-","*","3.9","1.9","2.8"
"3394","2019","Shetland Islands","Dancing","9.3","21.7","-","-","*","20","12.9","15.4"
"3395","2019","South Ayrshire","Dancing","1.9","8.2","-","-","*","4.7","5.6","5.3"
"3396","2019","South Lanarkshire","Dancing","2.4","8.4","-","-","1.7","7.7","5.8","5.5"
"3397","2019","Stirling","Dancing","6.8","16.8","-","-","*","12.1","7.9","12"
"3398","2019","West Dunbartonshire","Dancing","6.6","10.7","-","-","*","9.6","8.3","8.8"
"3399","2019","West Lothian","Dancing","6.8","17.6","-","-","10.2","14.6","10.7","12.3"
"3400","2019","Aberdeen City","Football","13.3","0.7","-","-","11.4","6.1","1.1","6.9"
"3401","2019","Aberdeenshire","Football","7.4","1","-","-","8.5","4.7","-","4.2"
"3402","2019","Angus","Football","9.4","0.6","*","-","*","5.9","-","4.8"
"3403","2019","Argyll & Bute","Football","13","0.4","-","-","*","5.9","-","6.7"
"3404","2019","Clackmannanshire","Football","14.6","-","-","-","*","6.2","-","7.2"
"3405","2019","Dumfries & Galloway","Football","10.7","1","-","-","*","3.1","1.8","5.7"
"3406","2019","Dundee City","Football","12.9","-","-","-","9","8.2","-","6.1"
"3407","2019","East Ayrshire","Football","13.7","0.8","-","-","*","6.1","2.4","7"
"3408","2019","East Dunbartonshire","Football","8.8","3.7","-","-","*","7.7","-","6.1"
"3409","2019","East Lothian","Football","14.1","1.3","-","-","*","8.3","-","7.2"
"3410","2019","East Renfrewshire","Football","16.8","-","-","-","*","3.5","2.6","7.9"
"3411","2019","Edinburgh, City of","Football","15.2","1.4","*","-","15","5.6","0.7","8"
"3412","2019","Falkirk","Football","15.5","-","-","-","*","6.8","1.3","7.5"
"3413","2019","Fife","Football","8.5","1.6","-","-","12.7","3.2","0.4","4.9"
"3414","2019","Glasgow City","Football","12.6","0.6","*","-","11.6","4.6","0.3","6.4"
"3415","2019","Highland","Football","8","-","-","*","10.1","3.7","-","3.9"
"3416","2019","Inverclyde","Football","10","-","-","-","*","2.8","0.6","4.7"
"3417","2019","Midlothian","Football","15","0.8","-","-","10.1","10.8","-","7.5"
"3418","2019","Moray","Football","13.2","3.8","-","-","*","-","-","8.4"
"3419","2019","Na h-Eileanan Siar","Football","8.4","1.5","-","-","*","4","-","4.9"
"3420","2019","North Ayrshire","Football","10.1","1.5","-","-","*","5.6","-","5.5"
"3421","2019","North Lanarkshire","Football","13","2.5","-","-","20.1","4.1","-","7.5"
"3422","2019","Orkney Islands","Football","5.8","0.3","-","-","*","2.7","-","3"
"3423","2019","Perth & Kinross","Football","7.6","-","-","-","*","5.8","1.4","3.7"
"3424","2019","Renfrewshire","Football","9.3","3.2","-","-","*","5.7","-","6.2"
"3425","2019","Scotland","Football","11.7","1.2","*","*","13.9","5","0.6","6.2"
"3426","2019","Scottish Borders","Football","6.8","-","-","-","*","4.9","-","3.3"
"3427","2019","Shetland Islands","Football","13.6","1.3","-","-","*","12.4","1.3","7.5"
"3428","2019","South Ayrshire","Football","7.8","0.8","-","-","*","1.6","-","4"
"3429","2019","South Lanarkshire","Football","14.5","1.5","-","-","18.9","5.8","1","7.7"
"3430","2019","Stirling","Football","11.3","3.3","-","-","*","1.5","-","7.1"
"3431","2019","West Dunbartonshire","Football","9.5","1.7","-","-","*","0.5","1.1","5.3"
"3432","2019","West Lothian","Football","12","1.9","-","-","14","5.1","2.3","6.9"
"3433","2019","Aberdeen City","Golf","16.8","-","-","-","9.7","7.3","7.3","8.2"
"3434","2019","Aberdeenshire","Golf","12.3","1.5","-","-","8.8","5.7","6.8","6.8"
"3435","2019","Angus","Golf","16.4","2.2","*","-","*","12.7","6.4","9"
"3436","2019","Argyll & Bute","Golf","9.6","-","-","-","*","2.7","1.9","4.7"
"3437","2019","Clackmannanshire","Golf","10.1","1.6","-","-","*","5.7","2.2","5.8"
"3438","2019","Dumfries & Galloway","Golf","8.1","2.6","-","-","*","7.4","2.9","5.2"
"3439","2019","Dundee City","Golf","10","1.1","-","-","5.8","4.3","5.9","5.3"
"3440","2019","East Ayrshire","Golf","15.9","1.4","-","-","*","7.5","9.5","8.3"
"3441","2019","East Dunbartonshire","Golf","8.4","4.6","-","-","*","7.5","7.1","6.4"
"3442","2019","East Lothian","Golf","16.2","4.4","-","-","*","8.7","11.1","9.9"
"3443","2019","East Renfrewshire","Golf","17.3","2.5","-","-","*","5.6","9.1","9.4"
"3444","2019","Edinburgh, City of","Golf","9.7","3.1","*","-","5.5","7","6.4","6.3"
"3445","2019","Falkirk","Golf","9.1","-","-","-","*","6.2","2.5","4.4"
"3446","2019","Fife","Golf","11.4","1.1","-","-","4.2","4.5","9.9","6"
"3447","2019","Glasgow City","Golf","6.3","0.3","*","-","3.1","3","3.6","3.2"
"3448","2019","Highland","Golf","9.4","1.4","-","*","6.7","2.6","7.4","5.3"
"3449","2019","Inverclyde","Golf","11.7","0.5","-","-","*","5.9","1.1","5.8"
"3450","2019","Midlothian","Golf","12.3","0.8","-","-","6.5","7.3","4.5","6.2"
"3451","2019","Moray","Golf","6.8","2","-","-","*","3.1","5.5","4.4"
"3452","2019","Na h-Eileanan Siar","Golf","3.1","-","-","-","*","-","0.4","1.5"
"3453","2019","North Ayrshire","Golf","9.3","2.4","-","-","*","6.8","4.1","5.7"
"3454","2019","North Lanarkshire","Golf","8.4","0.9","-","-","-","8.7","2.3","4.5"
"3455","2019","Orkney Islands","Golf","4.8","0.7","-","-","*","4.6","2.4","2.7"
"3456","2019","Perth & Kinross","Golf","11.4","3.4","-","-","*","7.2","5.1","7.3"
"3457","2019","Renfrewshire","Golf","6.6","2","-","-","*","6.3","2.5","4.2"
"3458","2019","Scotland","Golf","10","1.7","*","*","5.9","5.6","5.4","5.7"
"3459","2019","Scottish Borders","Golf","6.8","1.6","-","-","*","4","3.3","4.1"
"3460","2019","Shetland Islands","Golf","7.9","1.8","-","-","*","5.7","2.6","4.9"
"3461","2019","South Ayrshire","Golf","8","2.2","-","-","*","4.3","8.1","4.9"
"3462","2019","South Lanarkshire","Golf","9.7","2.9","-","-","7","6.6","4.9","6.2"
"3463","2019","Stirling","Golf","4.5","3.3","-","-","*","1.5","5.2","3.8"
"3464","2019","West Dunbartonshire","Golf","10.8","1.7","-","-","*","4.4","3.4","5.9"
"3465","2019","West Lothian","Golf","10.9","0.8","-","-","11.6","2.1","5.6","5.7"
"3466","2019","Aberdeen City","Snooker / Billiards / Pool","1.7","0.4","-","-","1.8","-","1.5","1"
"3467","2019","Aberdeenshire","Snooker / Billiards / Pool","3.9","2.8","-","-","3.7","4.7","1.1","3.3"
"3468","2019","Angus","Snooker / Billiards / Pool","10.5","3.6","*","-","*","10.7","1.7","6.9"
"3469","2019","Argyll & Bute","Snooker / Billiards / Pool","4.6","2","-","-","*","0.6","2.4","3.3"
