"","Year","Council","Frequency","Man / Boy","Woman / Girl","Identified in another way","Refused","16-39","40-64","65+","All"
"1072","2018","Highland","At least once a year","5.2","3.6","-","-","2.4","5","5.8","4.4"
"1073","2018","Inverclyde","At least once a year","8.1","21.4","-","-","*","15.7","9.2","15.2"
"1074","2018","Midlothian","At least once a year","10.5","9.8","-","-","7","9.4","16.4","10.1"
"1075","2018","Moray","At least once a year","9.1","7","-","-","*","9.5","13.9","8.1"
"1076","2018","Na h-Eileanan Siar","At least once a year","2.8","2.6","-","-","0.8","-","8.3","2.7"
"1077","2018","North Ayrshire","At least once a year","15.1","13.8","-","-","13.4","16.8","11.5","14.4"
"1078","2018","North Lanarkshire","At least once a year","20.2","20.7","-","-","18.3","20.7","24.1","20.5"
"1079","2018","Orkney Islands","At least once a year","5.9","8.5","*","-","4.8","10.2","5","7.1"
"1080","2018","Perth & Kinross","At least once a year","3.3","7.8","-","-","*","7.6","4.3","5.6"
"1081","2018","Renfrewshire","At least once a year","17.5","15.6","-","-","18.9","14.3","16.8","16.5"
"1082","2018","Scotland","At least once a year","12.5","13.3","*","*","11.6","13.4","14.2","12.9"
"1083","2018","Scottish Borders","At least once a year","11.3","6.5","-","-","6","10.8","8.4","8.8"
"1084","2018","Shetland Islands","At least once a year","10","11.6","-","-","13.9","9.2","8.9","10.8"
"1085","2018","South Ayrshire","At least once a year","9.7","11.5","-","-","9.1","14","7.5","10.7"
"1086","2018","South Lanarkshire","At least once a year","17.4","22","-","-","16.5","19.6","25.4","19.8"
"1087","2018","Stirling","At least once a year","10.2","8.2","-","-","*","8.1","8.4","9.1"
"1088","2018","West Dunbartonshire","At least once a year","7.8","20.6","-","-","13.3","13.3","19","14.5"
"1089","2018","West Lothian","At least once a year","10.4","12.7","-","-","4.8","17.3","12.8","11.6"
"1090","2018","Aberdeen City","Not at all","10.9","11.5","-","-","7.2","11","21.6","11.2"
"1091","2018","Aberdeenshire","Not at all","11.9","10.8","-","-","7.4","7.8","24","11.4"
"1092","2018","Angus","Not at all","13.4","13.1","-","-","*","6.3","26.5","13.2"
"1093","2018","Argyll & Bute","Not at all","12.7","9.5","-","-","*","9.3","16.4","11.1"
"1094","2018","Clackmannanshire","Not at all","15.2","11.3","-","-","*","8.4","23.9","13.2"
"1095","2018","Dumfries & Galloway","Not at all","20.3","14.6","-","-","11.4","20.4","18.7","17.4"
"1096","2018","Dundee City","Not at all","16","19.6","-","-","6","21.8","36.2","17.9"
"1097","2018","East Ayrshire","Not at all","13.3","18.4","-","-","7.3","19","23.6","16"
"1098","2018","East Dunbartonshire","Not at all","16.8","7.6","-","-","10.6","8.5","19.3","12"
"1099","2018","East Lothian","Not at all","4.2","1.5","-","-","-","3.4","5.8","2.8"
"1100","2018","East Renfrewshire","Not at all","7.4","5.9","-","-","8.1","4.4","8.5","6.6"
"1101","2018","Edinburgh, City of","Not at all","6.9","4.1","-","*","2.6","3.7","16.2","5.4"
"1102","2018","Falkirk","Not at all","7.6","10","-","-","4.8","8.3","16.5","8.8"
"1103","2018","Fife","Not at all","7.6","5.8","*","-","1.9","6.8","13.1","6.6"
"1104","2018","Glasgow City","Not at all","9.9","14","-","-","5","13.6","29.6","12.1"
"1105","2018","Highland","Not at all","17.9","11.7","-","-","11.8","11.2","24.1","14.8"
"1106","2018","Inverclyde","Not at all","10.2","14.6","-","-","*","13.3","21.8","12.6"
"1107","2018","Midlothian","Not at all","7.2","5.4","-","-","0.9","4.1","18.7","6.2"
"1108","2018","Moray","Not at all","11.4","7.7","-","-","*","7","19.4","9.5"
"1109","2018","Na h-Eileanan Siar","Not at all","15.6","19.8","-","-","7","16","29.6","17.7"
"1110","2018","North Ayrshire","Not at all","5.2","20.5","-","-","8.7","13.3","18.6","13.3"
"1111","2018","North Lanarkshire","Not at all","16.9","15.3","-","-","9.2","13.5","33.8","16.1"
"1112","2018","Orkney Islands","Not at all","18.8","12.5","*","-","7.1","9.9","35.2","16"
"1113","2018","Perth & Kinross","Not at all","6.4","13.9","-","-","*","6.9","12.9","10.3"
"1114","2018","Renfrewshire","Not at all","15","21.7","-","-","13.9","18.6","25.4","18.5"
"1115","2018","Scotland","Not at all","11.1","11.3","*","*","6.3","10.2","21.1","11.2"
"1116","2018","Scottish Borders","Not at all","10.7","9.1","-","-","7.2","7.1","16.7","9.9"
"1117","2018","Shetland Islands","Not at all","12.1","14.9","-","-","4.9","13","26.8","13.5"
"1118","2018","South Ayrshire","Not at all","7.2","14","-","-","9.4","6.7","17.8","10.8"
"1119","2018","South Lanarkshire","Not at all","12.7","11.1","-","-","8.2","11.2","18.7","11.9"
"1120","2018","Stirling","Not at all","7.4","7.8","-","-","*","5.5","22.1","7.6"
"1121","2018","West Dunbartonshire","Not at all","11","13.1","-","-","9.2","8.9","22.8","12.1"
"1122","2018","West Lothian","Not at all","10.2","6.5","-","-","2.3","7.9","20.6","8.3"
"1123","2018","Aberdeen City","All","100","100","-","-","100","100","100","100"
"1124","2018","Aberdeenshire","All","100","100","-","-","100","100","100","100"
"1125","2018","Angus","All","100","100","-","-","100","100","100","100"
"1126","2018","Argyll & Bute","All","100","100","-","-","100","100","100","100"
"1127","2018","Clackmannanshire","All","100","100","-","-","100","100","100","100"
"1128","2018","Dumfries & Galloway","All","100","100","-","-","100","100","100","100"
"1129","2018","Dundee City","All","100","100","-","-","100","100","100","100"
"1130","2018","East Ayrshire","All","100","100","-","-","100","100","100","100"
"1131","2018","East Dunbartonshire","All","100","100","-","-","100","100","100","100"
"1132","2018","East Lothian","All","100","100","-","-","100","100","100","100"
"1133","2018","East Renfrewshire","All","100","100","-","-","100","100","100","100"
"1134","2018","Edinburgh, City of","All","100","100","-","100","100","100","100","100"
"1135","2018","Falkirk","All","100","100","-","-","100","100","100","100"
"1136","2018","Fife","All","100","100","100","-","100","100","100","100"
"1137","2018","Glasgow City","All","100","100","-","-","100","100","100","100"
"1138","2018","Highland","All","100","100","-","-","100","100","100","100"
"1139","2018","Inverclyde","All","100","100","-","-","100","100","100","100"
"1140","2018","Midlothian","All","100","100","-","-","100","100","100","100"
"1141","2018","Moray","All","100","100","-","-","100","100","100","100"
"1142","2018","Na h-Eileanan Siar","All","100","100","-","-","100","100","100","100"
"1143","2018","North Ayrshire","All","100","100","-","-","100","100","100","100"
"1144","2018","North Lanarkshire","All","100","100","-","-","100","100","100","100"
"1145","2018","Orkney Islands","All","100","100","100","-","100","100","100","100"
"1146","2018","Perth & Kinross","All","100","100","-","-","100","100","100","100"
"1147","2018","Renfrewshire","All","100","100","-","-","100","100","100","100"
"1148","2018","Scotland","All","100","100","100","100","100","100","100","100"
"1149","2018","Scottish Borders","All","100","100","-","-","100","100","100","100"
"1150","2018","Shetland Islands","All","100","100","-","-","100","100","100","100"
"1151","2018","South Ayrshire","All","100","100","-","-","100","100","100","100"
"1152","2018","South Lanarkshire","All","100","100","-","-","100","100","100","100"
"1153","2018","Stirling","All","100","100","-","-","100","100","100","100"
"1154","2018","West Dunbartonshire","All","100","100","-","-","100","100","100","100"
"1155","2018","West Lothian","All","100","100","-","-","100","100","100","100"
"1156","2018","Aberdeen City","Base","150","180","-","-","120","120","90","330"
"1157","2018","Aberdeenshire","Base","170","200","-","-","90","150","130","360"
"1158","2018","Angus","Base","90","110","-","-","40","80","80","210"
"1159","2018","Argyll & Bute","Base","110","130","-","-","50","100","100","240"
"1160","2018","Clackmannanshire","Base","100","110","-","-","50","90","70","210"
"1161","2018","Dumfries & Galloway","Base","100","140","-","-","50","100","90","240"
"1162","2018","Dundee City","Base","110","140","-","-","100","100","50","250"
"1163","2018","East Ayrshire","Base","100","140","-","-","70","100","70","240"
"1164","2018","East Dunbartonshire","Base","110","150","-","-","60","120","90","260"
"1165","2018","East Lothian","Base","110","140","-","-","60","110","80","250"
"1166","2018","East Renfrewshire","Base","100","140","-","-","60","110","80","250"
"1167","2018","Edinburgh, City of","Base","340","430","-","0","280","270","230","780"
"1168","2018","Falkirk","Base","110","100","-","-","50","90","70","210"
"1169","2018","Fife","Base","240","280","0","-","130","190","200","520"
"1170","2018","Glasgow City","Base","440","470","-","-","350","360","200","910"
"1171","2018","Highland","Base","150","180","-","-","80","130","110","330"
"1172","2018","Inverclyde","Base","110","130","-","-","50","100","90","240"
"1173","2018","Midlothian","Base","110","150","-","-","80","90","80","250"
"1174","2018","Moray","Base","90","130","-","-","50","90","80","220"
"1175","2018","Na h-Eileanan Siar","Base","140","160","-","-","60","130","110","300"
"1176","2018","North Ayrshire","Base","90","130","-","-","50","80","90","220"
"1177","2018","North Lanarkshire","Base","180","270","-","-","120","190","130","440"
"1178","2018","Orkney Islands","Base","110","140","0","-","80","110","60","260"
"1179","2018","Perth & Kinross","Base","100","120","-","-","40","100","80","220"
"1180","2018","Renfrewshire","Base","130","120","-","-","80","90","70","240"
"1181","2018","Scotland","Base","4320","5380","0","0","2700","3900","3100","9700"
"1182","2018","Scottish Borders","Base","120","120","-","-","50","90","90","230"
"1183","2018","Shetland Islands","Base","90","130","-","-","60","100","70","230"
"1184","2018","South Ayrshire","Base","90","130","-","-","60","80","80","220"
"1185","2018","South Lanarkshire","Base","170","210","-","-","100","160","120","380"
"1186","2018","Stirling","Base","90","140","-","-","50","110","80","230"
"1187","2018","West Dunbartonshire","Base","90","130","-","-","60","90","80","230"
"1188","2018","West Lothian","Base","110","130","-","-","70","100","70","240"
"1189","2019","Aberdeen City","Once or more times a week","72.6","64.2","-","-","72.1","69.3","56.7","68.3"
"1190","2019","Aberdeenshire","Once or more times a week","69.2","67.5","-","-","76.4","70.1","53.9","68.3"
"1191","2019","Angus","Once or more times a week","53.9","43.8","*","-","52","49.3","44","48.6"
"1192","2019","Argyll & Bute","Once or more times a week","68.2","64.9","-","-","*","71.8","60.7","66.6"
"1193","2019","Clackmannanshire","Once or more times a week","67.5","47.3","-","-","65.2","57.8","45.4","57.3"
"1194","2019","Dumfries & Galloway","Once or more times a week","58.2","63.6","-","-","66.5","64.7","50.6","61"
"1195","2019","Dundee City","Once or more times a week","65.5","64.8","-","-","76.3","70.5","33","65.2"
"1196","2019","East Ayrshire","Once or more times a week","50.3","52.9","-","-","60.4","49","44","51.7"
"1197","2019","East Dunbartonshire","Once or more times a week","50.2","52.7","-","-","58","56.9","35.7","51.5"
"1198","2019","East Lothian","Once or more times a week","65.7","68.8","-","-","78.3","66.4","54.6","67.3"
"1199","2019","East Renfrewshire","Once or more times a week","58.8","44.1","-","-","54.7","55.6","38.3","51"
"1200","2019","Edinburgh, City of","Once or more times a week","68.3","67.5","*","-","72.8","67.5","55.6","67.9"
"1201","2019","Falkirk","Once or more times a week","55.5","52.6","-","-","56.2","58.3","42.9","54"
"1202","2019","Fife","Once or more times a week","65.2","67.4","-","-","75.4","65.1","55.9","66.4"
"1203","2019","Glasgow City","Once or more times a week","46.2","34","*","-","42.2","40.3","31.6","39.8"
"1204","2019","Highland","Once or more times a week","66.9","64.8","-","*","71.1","68.2","56.5","66"
"1205","2019","Inverclyde","Once or more times a week","45.6","44","-","-","*","48.8","33.8","44.7"
"1206","2019","Midlothian","Once or more times a week","67.9","62.6","-","-","66.7","70.4","53.4","65.1"
"1207","2019","Moray","Once or more times a week","77","73.5","-","-","87.1","77","56.4","75.3"
"1208","2019","Na h-Eileanan Siar","Once or more times a week","55.6","48.5","-","-","*","71","31.8","52"
"1209","2019","North Ayrshire","Once or more times a week","56.5","54.3","-","-","63.2","55","47","55.3"
"1210","2019","North Lanarkshire","Once or more times a week","32.1","32.7","-","-","40.1","30.8","21.7","32.4"
"1211","2019","Orkney Islands","Once or more times a week","70.8","78.4","-","-","88.6","75.4","58.6","74.7"
"1212","2019","Perth & Kinross","Once or more times a week","71.5","65.7","-","-","71.6","68.9","64.7","68.5"
"1213","2019","Renfrewshire","Once or more times a week","46.1","39.7","-","-","41.1","47","38.2","42.8"
"1214","2019","Scotland","Once or more times a week","57.8","54.3","*","*","60.3","57.7","46.1","56"
"1215","2019","Scottish Borders","Once or more times a week","61.9","65.3","-","-","*","70.4","58.6","63.7"
"1216","2019","Shetland Islands","Once or more times a week","76","66.7","-","-","*","75.3","54.6","71.4"
"1217","2019","South Ayrshire","Once or more times a week","69.6","61.2","-","-","64.5","68.7","60.8","65.1"
"1218","2019","South Lanarkshire","Once or more times a week","40.5","38","-","-","45","41.6","26.2","39.2"
"1219","2019","Stirling","Once or more times a week","62.9","61.9","-","-","*","69.4","58.8","62.4"
"1220","2019","West Dunbartonshire","Once or more times a week","52","34.9","-","-","52.3","36.6","40.8","43"
"1221","2019","West Lothian","Once or more times a week","54.4","59","-","-","58.7","61.5","43.6","56.8"
"1222","2019","Aberdeen City","At least once a month","7.6","14.6","-","-","10.8","13.3","8.3","11.2"
"1223","2019","Aberdeenshire","At least once a month","10.7","8.6","-","-","8.5","11.3","8","9.7"
"1224","2019","Angus","At least once a month","17.4","21.8","*","-","16","25.6","14.4","19.6"
"1225","2019","Argyll & Bute","At least once a month","9","7.4","-","-","*","6.5","6.7","8.2"
"1226","2019","Clackmannanshire","At least once a month","18.6","17.1","-","-","19.9","19.3","12.4","17.8"
"1227","2019","Dumfries & Galloway","At least once a month","12.4","15.2","-","-","15.3","14","12.1","13.9"
"1228","2019","Dundee City","At least once a month","21.8","17.4","-","-","18.4","17.8","24.8","19.5"
"1229","2019","East Ayrshire","At least once a month","23","19.4","-","-","22.7","25.1","12.1","21.1"
"1230","2019","East Dunbartonshire","At least once a month","32.5","22.7","-","-","30.7","26.8","24.5","27.4"
"1231","2019","East Lothian","At least once a month","14.6","14.9","-","-","12.2","16.3","15.5","14.8"
"1232","2019","East Renfrewshire","At least once a month","16.5","23.9","-","-","24.4","20.4","15.3","20.4"
"1233","2019","Edinburgh, City of","At least once a month","18.2","18.9","*","-","18.1","19.1","19","18.6"
"1234","2019","Falkirk","At least once a month","17.8","18.2","-","-","25.3","14.7","12.5","18"
"1235","2019","Fife","At least once a month","15","16.6","-","-","16.1","17.5","12.6","15.8"
"1236","2019","Glasgow City","At least once a month","19.6","23.2","*","-","24.5","19.7","15.7","21.4"
"1237","2019","Highland","At least once a month","10.5","14.8","-","*","16","13.4","7.3","12.6"
"1238","2019","Inverclyde","At least once a month","20.7","18.1","-","-","*","17.8","13.1","19.3"
"1239","2019","Midlothian","At least once a month","12.9","13.5","-","-","17.4","8.2","15.5","13.2"
"1240","2019","Moray","At least once a month","7.1","10.6","-","-","8.3","7.4","11.9","8.9"
"1241","2019","Na h-Eileanan Siar","At least once a month","14.6","14.8","-","-","*","11.1","13.5","14.7"
"1242","2019","North Ayrshire","At least once a month","16.8","20.8","-","-","20.3","21.5","13.2","18.9"
"1243","2019","North Lanarkshire","At least once a month","24.6","22.8","-","-","26.1","22.2","22.1","23.7"
"1244","2019","Orkney Islands","At least once a month","10.3","5.1","-","-","8.6","11.3","1.3","7.7"
"1245","2019","Perth & Kinross","At least once a month","12","16.7","-","-","19.5","15.9","6.8","14.4"
"1246","2019","Renfrewshire","At least once a month","27.1","28.4","-","-","33.9","28.2","16.9","27.8"
"1247","2019","Scotland","At least once a month","17","18.7","*","*","19.9","18","14.1","17.8"
"1248","2019","Scottish Borders","At least once a month","17","12","-","-","*","14.6","11.8","14.4"
"1249","2019","Shetland Islands","At least once a month","8.1","10.3","-","-","*","6","14.8","9.2"
"1250","2019","South Ayrshire","At least once a month","10.4","22.4","-","-","20.5","15.4","15.1","16.8"
"1251","2019","South Lanarkshire","At least once a month","18.2","23","-","-","22.8","24","11.9","20.7"
"1252","2019","Stirling","At least once a month","20","20.3","-","-","*","15.4","11.9","20.2"
"1253","2019","West Dunbartonshire","At least once a month","14.8","33.6","-","-","21.6","29.7","20.2","24.8"
"1254","2019","West Lothian","At least once a month","18.1","13.3","-","-","17.2","12.8","18.2","15.6"
"1255","2019","Aberdeen City","At least once a year","11.4","11.7","-","-","10.4","10.7","16.1","11.5"
"1256","2019","Aberdeenshire","At least once a year","8","13","-","-","10.1","10.9","10.5","10.5"
"1257","2019","Angus","At least once a year","14.4","21.8","*","-","21.9","13.1","22.4","18.3"
"1258","2019","Argyll & Bute","At least once a year","9.8","10.3","-","-","*","11.6","10.1","10.1"
"1259","2019","Clackmannanshire","At least once a year","5","14.9","-","-","4.8","9","18.9","10"
"1260","2019","Dumfries & Galloway","At least once a year","12.7","8.9","-","-","13.5","7.5","12.1","10.7"
"1261","2019","Dundee City","At least once a year","7.9","8.1","-","-","4.7","8","14.6","8"
"1262","2019","East Ayrshire","At least once a year","11.6","16","-","-","10","14.6","18.1","13.9"
"1263","2019","East Dunbartonshire","At least once a year","8.9","14.2","-","-","4.2","11.6","20.2","11.7"
"1264","2019","East Lothian","At least once a year","10.9","7.5","-","-","7.7","10.3","8.8","9.1"
"1265","2019","East Renfrewshire","At least once a year","20.2","24.2","-","-","20.9","21.7","25.4","22.4"
"1266","2019","Edinburgh, City of","At least once a year","9.3","10.3","*","-","7.5","9","17.9","9.9"
"1267","2019","Falkirk","At least once a year","12.7","16.3","-","-","10.8","17","16","14.6"
"1268","2019","Fife","At least once a year","9.1","5.3","-","-","3","9.6","8.8","7.2"
"1269","2019","Glasgow City","At least once a year","22.5","26.1","*","-","25","22.4","27.4","24.5"
"1270","2019","Highland","At least once a year","6.7","6.6","-","*","5.4","4.8","10.9","6.6"
"1271","2019","Inverclyde","At least once a year","23.6","25.3","-","-","*","21.9","29.5","24.5"
"1272","2019","Midlothian","At least once a year","11.2","14.8","-","-","10.1","13.1","17.7","13.1"
"1273","2019","Moray","At least once a year","2.3","6.1","-","-","2.2","3.6","7.9","4.2"
"1274","2019","Na h-Eileanan Siar","At least once a year","5.6","9.4","-","-","*","7.5","10.1","7.6"
"1275","2019","North Ayrshire","At least once a year","12.8","14.6","-","-","10.8","12.1","19.7","13.8"
"1276","2019","North Lanarkshire","At least once a year","29.5","26.3","-","-","25.3","32.9","22.2","27.8"
"1277","2019","Orkney Islands","At least once a year","1.4","2","-","-","-","0.7","5.1","1.7"
"1278","2019","Perth & Kinross","At least once a year","11.7","9.8","-","-","7.2","10.8","14.3","10.7"
"1279","2019","Renfrewshire","At least once a year","16.1","18.8","-","-","17.3","14.5","23.3","17.5"
"1280","2019","Scotland","At least once a year","13.9","15.1","*","*","13.5","14.1","17","14.5"
"1281","2019","Scottish Borders","At least once a year","12","14.4","-","-","*","8.1","11.4","13.2"
"1282","2019","Shetland Islands","At least once a year","7.3","11.8","-","-","*","11.8","8","9.5"
"1283","2019","South Ayrshire","At least once a year","5.4","8.6","-","-","6","6.7","8.8","7.1"
"1284","2019","South Lanarkshire","At least once a year","21.7","21.1","-","-","22.1","18.1","26.3","21.4"
"1285","2019","Stirling","At least once a year","12.3","8","-","-","*","7.8","10.5","10.1"
"1286","2019","West Dunbartonshire","At least once a year","17.5","17.3","-","-","12.5","21","17.9","17.4"
"1287","2019","West Lothian","At least once a year","12.6","17.7","-","-","11.5","16.2","20.3","15.2"
"1288","2019","Aberdeen City","Not at all","8.5","9.4","-","-","6.7","6.7","18.9","9"
"1289","2019","Aberdeenshire","Not at all","12.1","10.9","-","-","5","7.6","27.6","11.5"
"1290","2019","Angus","Not at all","14.3","12.6","*","-","10.1","11.9","19.1","13.4"
"1291","2019","Argyll & Bute","Not at all","13","17.4","-","-","*","10.1","22.5","15.2"
"1292","2019","Clackmannanshire","Not at all","9","20.7","-","-","10.1","13.8","23.3","14.9"
"1293","2019","Dumfries & Galloway","Not at all","16.7","12.3","-","-","4.6","13.8","25.2","14.4"
"1294","2019","Dundee City","Not at all","4.8","9.7","-","-","0.6","3.7","27.5","7.4"
"1295","2019","East Ayrshire","Not at all","15.1","11.7","-","-","6.8","11.3","25.8","13.3"
"1296","2019","East Dunbartonshire","Not at all","8.5","10.4","-","-","7.2","4.6","19.7","9.5"
"1297","2019","East Lothian","Not at all","8.8","8.7","-","-","1.9","6.9","21","8.8"
"1298","2019","East Renfrewshire","Not at all","4.5","7.8","-","-","-","2.4","21","6.3"
"1299","2019","Edinburgh, City of","Not at all","4.1","3.3","*","-","1.7","4.5","7.4","3.7"
"1300","2019","Falkirk","Not at all","14","12.9","-","-","7.7","10","28.6","13.4"
"1301","2019","Fife","Not at all","10.7","10.7","-","-","5.6","7.8","22.6","10.7"
"1302","2019","Glasgow City","Not at all","11.7","16.8","*","-","8.3","17.5","25.3","14.3"
"1303","2019","Highland","Not at all","15.8","13.8","-","*","7.5","13.6","25.4","14.7"
"1304","2019","Inverclyde","Not at all","10.1","12.6","-","-","*","11.5","23.6","11.4"
"1305","2019","Midlothian","Not at all","8","9.1","-","-","5.8","8.3","13.5","8.6"
"1306","2019","Moray","Not at all","13.5","9.8","-","-","2.5","11.9","23.8","11.6"
"1307","2019","Na h-Eileanan Siar","Not at all","24.1","27.3","-","-","*","10.3","44.6","25.7"
"1308","2019","North Ayrshire","Not at all","13.8","10.3","-","-","5.7","11.3","20.1","12"
"1309","2019","North Lanarkshire","Not at all","13.8","18.2","-","-","8.5","14.1","34","16.1"
"1310","2019","Orkney Islands","Not at all","17.4","14.5","-","-","2.8","12.6","35.1","15.9"
"1311","2019","Perth & Kinross","Not at all","4.8","7.9","-","-","1.7","4.5","14.2","6.4"
"1312","2019","Renfrewshire","Not at all","10.7","13","-","-","7.7","10.3","21.6","11.9"
"1313","2019","Scotland","Not at all","11.3","11.9","*","*","6.3","10.3","22.8","11.6"
"1314","2019","Scottish Borders","Not at all","9.1","8.3","-","-","*","6.9","18.3","8.7"
"1315","2019","Shetland Islands","Not at all","8.6","11.2","-","-","*","6.9","22.5","9.9"
"1316","2019","South Ayrshire","Not at all","14.6","7.9","-","-","9","9.2","15.4","11"
"1317","2019","South Lanarkshire","Not at all","19.5","17.8","-","-","10.1","16.4","35.6","18.6"
"1318","2019","Stirling","Not at all","4.7","9.7","-","-","*","7.4","18.8","7.3"
"1319","2019","West Dunbartonshire","Not at all","15.7","14.2","-","-","13.5","12.7","21.2","14.9"
"1320","2019","West Lothian","Not at all","14.9","10","-","-","12.5","9.5","17.9","12.4"
"1321","2019","Aberdeen City","All","100","100","-","-","100","100","100","100"
"1322","2019","Aberdeenshire","All","100","100","-","-","100","100","100","100"
"1323","2019","Angus","All","100","100","100","-","100","100","100","100"
"1324","2019","Argyll & Bute","All","100","100","-","-","100","100","100","100"
"1325","2019","Clackmannanshire","All","100","100","-","-","100","100","100","100"
"1326","2019","Dumfries & Galloway","All","100","100","-","-","100","100","100","100"
"1327","2019","Dundee City","All","100","100","-","-","100","100","100","100"
"1328","2019","East Ayrshire","All","100","100","-","-","100","100","100","100"
"1329","2019","East Dunbartonshire","All","100","100","-","-","100","100","100","100"
"1330","2019","East Lothian","All","100","100","-","-","100","100","100","100"
"1331","2019","East Renfrewshire","All","100","100","-","-","100","100","100","100"
"1332","2019","Edinburgh, City of","All","100","100","100","-","100","100","100","100"
"1333","2019","Falkirk","All","100","100","-","-","100","100","100","100"
"1334","2019","Fife","All","100","100","-","-","100","100","100","100"
"1335","2019","Glasgow City","All","100","100","100","-","100","100","100","100"
"1336","2019","Highland","All","100","100","-","100","100","100","100","100"
"1337","2019","Inverclyde","All","100","100","-","-","100","100","100","100"
"1338","2019","Midlothian","All","100","100","-","-","100","100","100","100"
"1339","2019","Moray","All","100","100","-","-","100","100","100","100"
"1340","2019","Na h-Eileanan Siar","All","100","100","-","-","100","100","100","100"
"1341","2019","North Ayrshire","All","100","100","-","-","100","100","100","100"
"1342","2019","North Lanarkshire","All","100","100","-","-","100","100","100","100"
"1343","2019","Orkney Islands","All","100","100","-","-","100","100","100","100"
"1344","2019","Perth & Kinross","All","100","100","-","-","100","100","100","100"
"1345","2019","Renfrewshire","All","100","100","-","-","100","100","100","100"
"1346","2019","Scotland","All","100","100","100","100","100","100","100","100"
"1347","2019","Scottish Borders","All","100","100","-","-","100","100","100","100"
"1348","2019","Shetland Islands","All","100","100","-","-","100","100","100","100"
"1349","2019","South Ayrshire","All","100","100","-","-","100","100","100","100"
"1350","2019","South Lanarkshire","All","100","100","-","-","100","100","100","100"
"1351","2019","Stirling","All","100","100","-","-","100","100","100","100"
"1352","2019","West Dunbartonshire","All","100","100","-","-","100","100","100","100"
"1353","2019","West Lothian","All","100","100","-","-","100","100","100","100"
"1354","2019","Aberdeen City","Base","150","150","-","-","120","90","90","300"
"1355","2019","Aberdeenshire","Base","160","190","-","-","90","150","110","340"
"1356","2019","Angus","Base","90","140","0","-","50","100","80","230"
"1357","2019","Argyll & Bute","Base","90","150","-","-","40","100","100","240"
"1358","2019","Clackmannanshire","Base","100","120","-","-","60","90","70","210"
"1359","2019","Dumfries & Galloway","Base","120","130","-","-","60","90","110","260"
"1360","2019","Dundee City","Base","100","120","-","-","80","90","60","220"
"1361","2019","East Ayrshire","Base","120","140","-","-","60","100","100","260"
"1362","2019","East Dunbartonshire","Base","120","140","-","-","50","120","90","260"
"1363","2019","East Lothian","Base","100","170","-","-","60","130","80","270"
"1364","2019","East Renfrewshire","Base","100","140","-","-","60","90","90","240"
"1365","2019","Edinburgh, City of","Base","360","480","0","-","300","320","220","840"
"1366","2019","Falkirk","Base","100","130","-","-","60","90","80","220"
"1367","2019","Fife","Base","200","270","-","-","140","180","160","480"
"1368","2019","Glasgow City","Base","400","450","0","-","350","310","200","850"
"1369","2019","Highland","Base","140","190","-","0","80","120","130","330"
"1370","2019","Inverclyde","Base","110","120","-","-","50","110","80","240"
"1371","2019","Midlothian","Base","130","150","-","-","90","110","90","280"
"1372","2019","Moray","Base","100","130","-","-","50","100","70","230"
"1373","2019","Na h-Eileanan Siar","Base","130","140","-","-","50","120","120","280"
"1374","2019","North Ayrshire","Base","100","140","-","-","50","80","100","230"
"1375","2019","North Lanarkshire","Base","180","290","-","-","130","190","150","460"
"1376","2019","Orkney Islands","Base","120","130","-","-","50","90","100","250"
"1377","2019","Perth & Kinross","Base","100","110","-","-","50","70","80","200"
"1378","2019","Renfrewshire","Base","120","130","-","-","80","110","70","250"
"1379","2019","Scotland","Base","4360","5410","0","0","2710","3890","3180","9780"
"1380","2019","Scottish Borders","Base","120","120","-","-","50","90","100","240"
"1381","2019","Shetland Islands","Base","110","110","-","-","50","100","70","220"
"1382","2019","South Ayrshire","Base","120","130","-","-","70","100","80","260"
"1383","2019","South Lanarkshire","Base","200","220","-","-","110","180","130","420"
"1384","2019","Stirling","Base","100","120","-","-","40","100","70","210"
"1385","2019","West Dunbartonshire","Base","110","130","-","-","60","100","80","240"
"1386","2019","West Lothian","Base","90","130","-","-","80","90","60","230"
