"","Year","Council","","1 - 20% most deprived","2","3","4","5 - 20% least deprived","All"
"2954","2018","Inverclyde","Football","8.6","*","*","*","*","7.1"
"2955","2018","Midlothian","Football","*","1","8.1","16.6","*","7.2"
"2956","2018","Moray","Football","*","*","8.3","1","*","2.8"
"2957","2018","Na h-Eileanan Siar","Football","-","1.3","4.8","*","-","4.1"
"2958","2018","North Ayrshire","Football","6.1","*","*","*","*","4.1"
"2959","2018","North Lanarkshire","Football","7","7.6","14.7","*","*","9.1"
"2960","2018","Orkney Islands","Football","-","*","1.6","7.1","*","7.5"
"2961","2018","Perth & Kinross","Football","*","*","8.5","9.2","*","8"
"2962","2018","Renfrewshire","Football","4.5","*","*","*","*","8.2"
"2963","2018","Scotland","Football","6.3","6.8","6.1","7.4","6.5","6.6"
"2964","2018","Scottish Borders","Football","*","*","2.5","3","*","3.5"
"2965","2018","Shetland Islands","Football","-","*","10.8","5.1","-","7"
"2966","2018","South Ayrshire","Football","*","6.8","*","*","*","5.4"
"2967","2018","South Lanarkshire","Football","5.4","10.2","3.6","7.7","*","6.1"
"2968","2018","Stirling","Football","*","*","*","20.5","3.1","10.1"
"2969","2018","West Dunbartonshire","Football","4.1","2.5","*","*","*","3.3"
"2970","2018","West Lothian","Football","*","9.7","4.4","*","*","8.2"
"2971","2018","Aberdeen City","Golf","*","3.9","1.9","5.7","8.8","5.7"
"2972","2018","Aberdeenshire","Golf","*","*","-","9","5.8","5.1"
"2973","2018","Angus","Golf","*","*","3.8","6.5","*","6.2"
"2974","2018","Argyll & Bute","Golf","*","*","2.7","7.7","*","3.7"
"2975","2018","Clackmannanshire","Golf","-","9.4","*","*","*","6"
"2976","2018","Dumfries & Galloway","Golf","*","-","1.5","*","*","3.7"
"2977","2018","Dundee City","Golf","6.4","1.2","*","*","*","6.9"
"2978","2018","East Ayrshire","Golf","1.7","6.7","*","*","*","6.8"
"2979","2018","East Dunbartonshire","Golf","*","*","*","5.1","14.4","9.7"
"2980","2018","East Lothian","Golf","*","3.1","2.8","6.8","*","7"
"2981","2018","East Renfrewshire","Golf","*","*","*","*","9.9","9.7"
"2982","2018","Edinburgh, City of","Golf","3.3","3.6","6.9","4.9","6.4","5.4"
"2983","2018","Falkirk","Golf","*","1.9","*","*","*","6.9"
"2984","2018","Fife","Golf","2.1","0.7","7.7","9.9","9.2","6.1"
"2985","2018","Glasgow City","Golf","1.5","3","5.6","2.1","4.2","2.8"
"2986","2018","Highland","Golf","*","-","9.1","8.8","*","6.5"
"2987","2018","Inverclyde","Golf","7.3","*","*","*","*","7.7"
"2988","2018","Midlothian","Golf","*","2.2","3.5","8","*","5"
"2989","2018","Moray","Golf","*","*","10.5","2.7","*","8.2"
"2990","2018","Na h-Eileanan Siar","Golf","-","8.8","3.8","*","-","4.8"
"2991","2018","North Ayrshire","Golf","8.8","*","*","*","*","9"
"2992","2018","North Lanarkshire","Golf","7.9","2.8","5.3","*","*","5.6"
"2993","2018","Orkney Islands","Golf","-","*","3.8","5.1","*","5.8"
"2994","2018","Perth & Kinross","Golf","*","*","15.1","7.1","*","11.1"
"2995","2018","Renfrewshire","Golf","3.3","*","*","*","*","8"
"2996","2018","Scotland","Golf","3.4","3.6","5.4","7","9.8","5.9"
"2997","2018","Scottish Borders","Golf","*","*","3.7","7.6","*","4.7"
"2998","2018","Shetland Islands","Golf","-","*","4.4","3.6","-","3.7"
"2999","2018","South Ayrshire","Golf","*","11.3","*","*","*","8.5"
"3000","2018","South Lanarkshire","Golf","1.3","5.4","3.3","8.6","*","5.6"
"3001","2018","Stirling","Golf","*","*","*","11.9","4.9","8.2"
"3002","2018","West Dunbartonshire","Golf","4.6","11","*","*","*","6.1"
"3003","2018","West Lothian","Golf","*","1.5","6.5","*","*","3.1"
"3004","2018","Aberdeen City","Snooker / Billiards / Pool","*","4.2","-","-","4.6","3.2"
"3005","2018","Aberdeenshire","Snooker / Billiards / Pool","*","*","0.8","3.2","-","1.4"
"3006","2018","Angus","Snooker / Billiards / Pool","*","*","2.7","6.9","*","4.7"
"3007","2018","Argyll & Bute","Snooker / Billiards / Pool","*","*","8.9","1.9","*","6.3"
"3008","2018","Clackmannanshire","Snooker / Billiards / Pool","2","4.2","*","*","*","2.6"
"3009","2018","Dumfries & Galloway","Snooker / Billiards / Pool","*","3.5","-","*","*","2.5"
"3010","2018","Dundee City","Snooker / Billiards / Pool","5.1","8.5","*","*","*","4.8"
"3011","2018","East Ayrshire","Snooker / Billiards / Pool","1.8","3","*","*","*","5.3"
"3012","2018","East Dunbartonshire","Snooker / Billiards / Pool","*","*","*","7.4","3.6","5"
"3013","2018","East Lothian","Snooker / Billiards / Pool","*","3.9","-","8.6","*","6.6"
"3014","2018","East Renfrewshire","Snooker / Billiards / Pool","*","*","*","*","7.7","7.7"
"3015","2018","Edinburgh, City of","Snooker / Billiards / Pool","2.3","6.2","4.5","4.9","1.8","3.4"
"3016","2018","Falkirk","Snooker / Billiards / Pool","*","4.6","*","*","*","5.1"
"3017","2018","Fife","Snooker / Billiards / Pool","8","6","5.9","-","2","4.3"
"3018","2018","Glasgow City","Snooker / Billiards / Pool","4.3","8.1","4.9","11.3","5.7","6.1"
"3019","2018","Highland","Snooker / Billiards / Pool","*","1.1","2.4","6.4","*","3.5"
"3020","2018","Inverclyde","Snooker / Billiards / Pool","12.3","*","*","*","*","8.7"
"3021","2018","Midlothian","Snooker / Billiards / Pool","*","5.2","4.2","15.1","*","8"
"3022","2018","Moray","Snooker / Billiards / Pool","*","*","8.9","-","*","2.6"
"3023","2018","Na h-Eileanan Siar","Snooker / Billiards / Pool","-","9.9","3.4","*","-","4.2"
"3024","2018","North Ayrshire","Snooker / Billiards / Pool","3.1","*","*","*","*","5.1"
"3025","2018","North Lanarkshire","Snooker / Billiards / Pool","10.1","9.4","6.4","*","*","8.4"
"3026","2018","Orkney Islands","Snooker / Billiards / Pool","-","*","-","1.6","*","2"
"3027","2018","Perth & Kinross","Snooker / Billiards / Pool","*","*","12.1","10.4","*","7"
"3028","2018","Renfrewshire","Snooker / Billiards / Pool","7.9","*","*","*","*","5.5"
"3029","2018","Scotland","Snooker / Billiards / Pool","6.4","5.8","3.9","5.2","4.1","5.1"
"3030","2018","Scottish Borders","Snooker / Billiards / Pool","*","*","7","4.4","*","4.9"
"3031","2018","Shetland Islands","Snooker / Billiards / Pool","-","*","4.4","9.5","-","7.8"
"3032","2018","South Ayrshire","Snooker / Billiards / Pool","*","15.2","*","*","*","7.2"
"3033","2018","South Lanarkshire","Snooker / Billiards / Pool","8.7","5.5","6.3","4.1","*","5.9"
"3034","2018","Stirling","Snooker / Billiards / Pool","*","*","*","4.9","2.9","5.5"
"3035","2018","West Dunbartonshire","Snooker / Billiards / Pool","10.4","1.4","*","*","*","6.4"
"3036","2018","West Lothian","Snooker / Billiards / Pool","*","8.5","-","*","*","4.2"
"3037","2018","Aberdeen City","Bowls","*","1.6","-","0.7","0.6","1.2"
"3038","2018","Aberdeenshire","Bowls","*","*","2","1.6","2.5","2.1"
"3039","2018","Angus","Bowls","*","*","1.4","4.2","*","3.3"
"3040","2018","Argyll & Bute","Bowls","*","*","-","3","*","0.8"
"3041","2018","Clackmannanshire","Bowls","2.9","7.2","*","*","*","3.6"
"3042","2018","Dumfries & Galloway","Bowls","*","1.1","1.6","*","*","0.9"
"3043","2018","Dundee City","Bowls","1.4","-","*","*","*","0.8"
"3044","2018","East Ayrshire","Bowls","1.2","1.8","*","*","*","2"
"3045","2018","East Dunbartonshire","Bowls","*","*","*","3.8","1.7","2.4"
"3046","2018","East Lothian","Bowls","*","1.3","1.3","2.5","*","2.9"
"3047","2018","East Renfrewshire","Bowls","*","*","*","*","2.2","2.4"
"3048","2018","Edinburgh, City of","Bowls","1.5","1.4","-","3.8","1.6","1.7"
"3049","2018","Falkirk","Bowls","*","-","*","*","*","0.2"
"3050","2018","Fife","Bowls","-","3.9","4.1","2.3","1.3","2.4"
"3051","2018","Glasgow City","Bowls","1.5","0.8","4.2","2.9","-","1.8"
"3052","2018","Highland","Bowls","*","-","2.7","2.3","*","2.3"
"3053","2018","Inverclyde","Bowls","1","*","*","*","*","2.2"
"3054","2018","Midlothian","Bowls","*","1.6","2.7","2.2","*","1.7"
"3055","2018","Moray","Bowls","*","*","3.3","0.5","*","1.2"
"3056","2018","Na h-Eileanan Siar","Bowls","-","-","-","-","-","-"
"3057","2018","North Ayrshire","Bowls","1.2","*","*","*","*","2.7"
"3058","2018","North Lanarkshire","Bowls","2","1.4","4.1","*","*","2.8"
"3059","2018","Orkney Islands","Bowls","-","*","1.2","1.4","*","1.1"
"3060","2018","Perth & Kinross","Bowls","*","*","1.9","3","*","1.7"
"3061","2018","Renfrewshire","Bowls","4.7","*","*","*","*","4.9"
"3062","2018","Scotland","Bowls","1.7","2.1","2.5","2.3","2.2","2.1"
"3063","2018","Scottish Borders","Bowls","*","*","1.6","2.7","*","2"
"3064","2018","Shetland Islands","Bowls","-","*","-","1.3","-","0.9"
"3065","2018","South Ayrshire","Bowls","*","2.6","*","*","*","4.1"
"3066","2018","South Lanarkshire","Bowls","2.7","2.3","5.3","4.4","*","3.4"
"3067","2018","Stirling","Bowls","*","*","*","-","-","1.2"
"3068","2018","West Dunbartonshire","Bowls","1.4","2.5","*","*","*","2"
"3069","2018","West Lothian","Bowls","*","4.6","4.1","*","*","2.8"
"3070","2018","Aberdeen City","Other","*","7.8","18.9","9","21.2","15.2"
"3071","2018","Aberdeenshire","Other","*","*","21.5","14.3","12.2","15.1"
"3072","2018","Angus","Other","*","*","5.4","14","*","11.6"
"3073","2018","Argyll & Bute","Other","*","*","12.9","12","*","11.3"
"3074","2018","Clackmannanshire","Other","11.5","9.8","*","*","*","14.5"
"3075","2018","Dumfries & Galloway","Other","*","0.9","10.5","*","*","9.4"
"3076","2018","Dundee City","Other","2.9","11.1","*","*","*","6.2"
"3077","2018","East Ayrshire","Other","6","6.6","*","*","*","8.4"
"3078","2018","East Dunbartonshire","Other","*","*","*","10.1","11.7","10.5"
"3079","2018","East Lothian","Other","*","2.2","3.6","10.9","*","7.4"
"3080","2018","East Renfrewshire","Other","*","*","*","*","8.7","8"
"3081","2018","Edinburgh, City of","Other","2.6","12.1","15.5","9.6","17.9","13.3"
"3082","2018","Falkirk","Other","*","1","*","*","*","4.9"
"3083","2018","Fife","Other","1.1","5.3","1.7","5.2","16.2","6.1"
"3084","2018","Glasgow City","Other","5.9","4.7","8.3","21.8","21.1","9.8"
"3085","2018","Highland","Other","*","3.9","7.5","11.2","*","8.7"
"3086","2018","Inverclyde","Other","4.1","*","*","*","*","9.3"
"3087","2018","Midlothian","Other","*","12.4","3.5","12","*","8.3"
"3088","2018","Moray","Other","*","*","8.8","6.5","*","6.6"
"3089","2018","Na h-Eileanan Siar","Other","-","8.7","10.4","*","-","9.6"
"3090","2018","North Ayrshire","Other","1","*","*","*","*","3.6"
"3091","2018","North Lanarkshire","Other","5.2","5.2","5.8","*","*","6.2"
"3092","2018","Orkney Islands","Other","-","*","22.4","18.7","*","18.4"
"3093","2018","Perth & Kinross","Other","*","*","10.7","13.4","*","12.6"
"3094","2018","Renfrewshire","Other","-","*","*","*","*","4.5"
"3095","2018","Scotland","Other","4.7","6.8","8.7","11.9","14.8","9.5"
"3096","2018","Scottish Borders","Other","*","*","13.9","8.3","*","12.8"
"3097","2018","Shetland Islands","Other","-","*","7.5","15.5","-","13.2"
"3098","2018","South Ayrshire","Other","*","8.4","*","*","*","6.3"
"3099","2018","South Lanarkshire","Other","6.5","10.2","3.6","9.4","*","9"
"3100","2018","Stirling","Other","*","*","*","20.6","26.3","17.2"
"3101","2018","West Dunbartonshire","Other","7.1","8.8","*","*","*","7.9"
"3102","2018","West Lothian","Other","*","2.5","3.7","*","*","5.9"
"3103","2018","Aberdeen City","None","*","21.1","22.6","14.5","4.7","13.2"
"3104","2018","Aberdeenshire","None","*","*","19.2","22.8","18.5","21.4"
"3105","2018","Angus","None","*","*","24.6","17","*","20.8"
"3106","2018","Argyll & Bute","None","*","*","24.7","29.3","*","21.9"
"3107","2018","Clackmannanshire","None","27.1","28.2","*","*","*","18.7"
"3108","2018","Dumfries & Galloway","None","*","27","22.2","*","*","22.1"
"3109","2018","Dundee City","None","32.4","33.8","*","*","*","30.1"
"3110","2018","East Ayrshire","None","36.5","31.1","*","*","*","23.1"
"3111","2018","East Dunbartonshire","None","*","*","*","18.8","7.4","16.9"
"3112","2018","East Lothian","None","*","23.2","22.1","12.4","*","17.6"
"3113","2018","East Renfrewshire","None","*","*","*","*","9.2","18"
"3114","2018","Edinburgh, City of","None","21.2","17.5","9.5","9.7","7.9","11.6"
"3115","2018","Falkirk","None","*","25.3","*","*","*","27.3"
"3116","2018","Fife","None","16.5","19.2","20.1","8.8","8.1","14.5"
"3117","2018","Glasgow City","None","33.4","18.5","22","12.5","9.2","23.6"
"3118","2018","Highland","None","*","25.9","16.3","19.6","*","18.2"
"3119","2018","Inverclyde","None","33.1","*","*","*","*","26.9"
"3120","2018","Midlothian","None","*","19.8","18.6","15.3","*","14.8"
"3121","2018","Moray","None","*","*","19.7","20.4","*","18.6"
"3122","2018","Na h-Eileanan Siar","None","-","20.6","22.7","*","-","21.3"
"3123","2018","North Ayrshire","None","36.7","*","*","*","*","27.4"
"3124","2018","North Lanarkshire","None","29.8","27.1","24.6","*","*","24.1"
"3125","2018","Orkney Islands","None","-","*","27.4","22.2","*","22"
"3126","2018","Perth & Kinross","None","*","*","15.2","10.2","*","15.4"
"3127","2018","Renfrewshire","None","38.5","*","*","*","*","23.9"
"3128","2018","Scotland","None","30.7","23.8","22","15.7","9.9","20.2"
"3129","2018","Scottish Borders","None","*","*","28.2","16.1","*","20.8"
"3130","2018","Shetland Islands","None","-","*","23.2","19.2","-","20.3"
"3131","2018","South Ayrshire","None","*","21.8","*","*","*","18.9"
"3132","2018","South Lanarkshire","None","32.1","26.2","24.7","12.5","*","22.4"
"3133","2018","Stirling","None","*","*","*","9.7","4.9","13.4"
"3134","2018","West Dunbartonshire","None","27.1","20.9","*","*","*","23.6"
"3135","2018","West Lothian","None","*","25.7","37.1","*","*","28.4"
"3136","2018","Aberdeen City","Base","20","60","60","60","130","330"
"3137","2018","Aberdeenshire","Base","10","30","80","130","110","360"
"3138","2018","Angus","Base","10","40","60","60","40","210"
"3139","2018","Argyll & Bute","Base","20","50","100","50","20","240"
"3140","2018","Clackmannanshire","Base","60","60","30","40","20","210"
"3141","2018","Dumfries & Galloway","Base","20","60","100","40","20","240"
"3142","2018","Dundee City","Base","100","50","30","40","30","250"
"3143","2018","East Ayrshire","Base","80","50","40","40","20","240"
"3144","2018","East Dunbartonshire","Base","10","50","10","60","130","260"
"3145","2018","East Lothian","Base","10","70","60","70","40","250"
"3146","2018","East Renfrewshire","Base","20","20","30","40","140","250"
"3147","2018","Edinburgh, City of","Base","110","120","110","130","320","780"
"3148","2018","Falkirk","Base","30","60","50","40","40","210"
"3149","2018","Fife","Base","100","100","120","90","100","520"
"3150","2018","Glasgow City","Base","440","150","140","90","100","910"
"3151","2018","Highland","Base","30","60","100","110","30","330"
"3152","2018","Inverclyde","Base","110","30","30","40","30","240"
"3153","2018","Midlothian","Base","30","100","50","50","30","250"
"3154","2018","Moray","Base","0","30","70","80","40","220"
"3155","2018","Na h-Eileanan Siar","Base","-","60","220","20","-","300"
"3156","2018","North Ayrshire","Base","90","50","30","30","20","220"
"3157","2018","North Lanarkshire","Base","160","120","90","40","30","440"
"3158","2018","Orkney Islands","Base","-","30","70","130","20","260"
"3159","2018","Perth & Kinross","Base","10","20","50","90","50","220"
"3160","2018","Renfrewshire","Base","80","40","40","40","40","240"
"3161","2018","Scotland","Base","1840","1850","2140","2100","1770","9700"
"3162","2018","Scottish Borders","Base","10","40","70","80","20","230"
"3163","2018","Shetland Islands","Base","-","10","60","160","-","230"
"3164","2018","South Ayrshire","Base","40","60","50","30","50","220"
"3165","2018","South Lanarkshire","Base","90","90","80","80","40","380"
"3166","2018","Stirling","Base","30","40","40","70","60","230"
"3167","2018","West Dunbartonshire","Base","100","60","30","30","10","230"
"3168","2018","West Lothian","Base","30","60","50","50","40","240"
"3169","2019","Aberdeen City","Any sport incl. walking","*","77.2","73.8","87.9","89.1","82.5"
"3170","2019","Aberdeenshire","Any sport incl. walking","*","*","74.8","79.9","90.7","82.1"
"3171","2019","Angus","Any sport incl. walking","*","75.3","79.7","89.2","*","80.9"
"3172","2019","Argyll & Bute","Any sport incl. walking","*","*","80.8","82.5","*","77.7"
"3173","2019","Clackmannanshire","Any sport incl. walking","63.5","80.8","*","*","*","80.7"
"3174","2019","Dumfries & Galloway","Any sport incl. walking","*","76.7","79","84.1","*","80"
"3175","2019","Dundee City","Any sport incl. walking","82.4","86.4","*","*","*","87.7"
"3176","2019","East Ayrshire","Any sport incl. walking","51.2","69.8","*","*","*","71.3"
"3177","2019","East Dunbartonshire","Any sport incl. walking","*","60.9","*","85","83.6","78"
"3178","2019","East Lothian","Any sport incl. walking","*","72.4","87","77.4","*","78.8"
"3179","2019","East Renfrewshire","Any sport incl. walking","*","*","*","*","84.4","83.6"
"3180","2019","Edinburgh, City of","Any sport incl. walking","75.1","75.4","89.8","85.4","93.8","87.2"
"3181","2019","Falkirk","Any sport incl. walking","*","66.5","73.4","*","*","75.7"
"3182","2019","Fife","Any sport incl. walking","73.9","81.8","77.1","88.9","85.8","81.7"
"3183","2019","Glasgow City","Any sport incl. walking","69.8","71.2","90","83.4","92.1","76.9"
"3184","2019","Highland","Any sport incl. walking","*","79.2","79","81.7","*","78.5"
"3185","2019","Inverclyde","Any sport incl. walking","62.6","*","*","*","*","69.6"
"3186","2019","Midlothian","Any sport incl. walking","*","71.9","77.8","93.1","*","78.5"
"3187","2019","Moray","Any sport incl. walking","*","*","82.5","84.3","*","82.4"
"3188","2019","Na h-Eileanan Siar","Any sport incl. walking","-","*","52","-","-","53.8"
"3189","2019","North Ayrshire","Any sport incl. walking","67.6","*","*","*","*","73.8"
"3190","2019","North Lanarkshire","Any sport incl. walking","72.5","69.5","79.5","83.3","*","75.4"
"3191","2019","Orkney Islands","Any sport incl. walking","-","*","85.6","84","*","84.6"
"3192","2019","Perth & Kinross","Any sport incl. walking","*","*","*","77.8","92.7","84.9"
"3193","2019","Renfrewshire","Any sport incl. walking","63.2","*","*","*","94.1","78.1"
"3194","2019","Scotland","Any sport incl. walking","69.8","73.9","80.2","84","89.6","79.6"
"3195","2019","Scottish Borders","Any sport incl. walking","*","*","84","78.1","*","83.6"
"3196","2019","Shetland Islands","Any sport incl. walking","-","*","77.3","84.9","-","82.4"
"3197","2019","South Ayrshire","Any sport incl. walking","*","68.6","80.5","*","*","79.7"
"3198","2019","South Lanarkshire","Any sport incl. walking","62.9","70.2","77.9","83.6","84.3","75.1"
"3199","2019","Stirling","Any sport incl. walking","*","*","*","90.3","88","86.6"
"3200","2019","West Dunbartonshire","Any sport incl. walking","78.1","73","*","*","*","74.2"
"3201","2019","West Lothian","Any sport incl. walking","*","69.6","*","*","*","77.2"
"3202","2019","Aberdeen City","Any sport excl. walking","*","45.9","45.5","70","66.8","56.4"
"3203","2019","Aberdeenshire","Any sport excl. walking","*","*","48.5","55.5","69.1","56.5"
"3204","2019","Angus","Any sport excl. walking","*","52.9","51.4","63.6","*","54.2"
"3205","2019","Argyll & Bute","Any sport excl. walking","*","*","52","57.1","*","51.5"
"3206","2019","Clackmannanshire","Any sport excl. walking","26.7","47.2","*","*","*","52.7"
"3207","2019","Dumfries & Galloway","Any sport excl. walking","*","41.8","48.6","44.5","*","45.7"
"3208","2019","Dundee City","Any sport excl. walking","34.6","58.5","*","*","*","54.3"
"3209","2019","East Ayrshire","Any sport excl. walking","29.6","38.1","*","*","*","45"
"3210","2019","East Dunbartonshire","Any sport excl. walking","*","50.3","*","61.6","67.3","60.9"
"3211","2019","East Lothian","Any sport excl. walking","*","47.2","63.9","59.8","*","57"
"3212","2019","East Renfrewshire","Any sport excl. walking","*","*","*","*","69","63"
"3213","2019","Edinburgh, City of","Any sport excl. walking","46.9","51.9","64.3","54.7","68.8","61"
"3214","2019","Falkirk","Any sport excl. walking","*","48.8","50","*","*","52.4"
"3215","2019","Fife","Any sport excl. walking","35.5","50.4","51.3","65.6","66.8","54.2"
"3216","2019","Glasgow City","Any sport excl. walking","45.4","46","67.1","61.3","74.5","53.6"
"3217","2019","Highland","Any sport excl. walking","*","53.6","48.2","52.9","*","51.2"
"3218","2019","Inverclyde","Any sport excl. walking","36.3","*","*","*","*","43.6"
"3219","2019","Midlothian","Any sport excl. walking","*","47.8","56.6","72.4","*","55.3"
"3220","2019","Moray","Any sport excl. walking","*","*","57.1","59.4","*","57.4"
"3221","2019","Na h-Eileanan Siar","Any sport excl. walking","-","*","31.4","-","-","31.6"
"3222","2019","North Ayrshire","Any sport excl. walking","42.1","*","*","*","*","47.6"
"3223","2019","North Lanarkshire","Any sport excl. walking","45.4","37.9","63","50.2","*","47.8"
"3224","2019","Orkney Islands","Any sport excl. walking","-","*","59.3","57.2","*","56.4"
"3225","2019","Perth & Kinross","Any sport excl. walking","*","*","*","57.9","73.8","58.9"
"3226","2019","Renfrewshire","Any sport excl. walking","36.1","*","*","*","61.7","56.1"
"3227","2019","Scotland","Any sport excl. walking","42.3","46.6","54.1","57.8","67.3","53.7"
"3228","2019","Scottish Borders","Any sport excl. walking","*","*","47.1","43.8","*","48.5"
"3229","2019","Shetland Islands","Any sport excl. walking","-","*","47","69.1","-","62.3"
"3230","2019","South Ayrshire","Any sport excl. walking","*","48.8","45.7","*","*","48"
"3231","2019","South Lanarkshire","Any sport excl. walking","37.6","40.5","50.6","55.4","72.3","50"
"3232","2019","Stirling","Any sport excl. walking","*","*","*","54.1","66.4","60.2"
"3233","2019","West Dunbartonshire","Any sport excl. walking","52.9","53","*","*","*","52.6"
"3234","2019","West Lothian","Any sport excl. walking","*","40","*","*","*","53.8"
"3235","2019","Aberdeen City","Walking (at least 30 min)","*","61.2","54.6","66.9","72","65.3"
"3236","2019","Aberdeenshire","Walking (at least 30 min)","*","*","67.1","66.5","81","70.4"
"3237","2019","Angus","Walking (at least 30 min)","*","67.2","71.8","81.3","*","72.6"
"3238","2019","Argyll & Bute","Walking (at least 30 min)","*","*","73.4","70.5","*","68.3"
"3239","2019","Clackmannanshire","Walking (at least 30 min)","56","71.6","*","*","*","71.1"
"3240","2019","Dumfries & Galloway","Walking (at least 30 min)","*","71.9","70.2","77","*","72.4"
"3241","2019","Dundee City","Walking (at least 30 min)","74.7","75.3","*","*","*","74.2"
"3242","2019","East Ayrshire","Walking (at least 30 min)","35.7","66.3","*","*","*","60.2"
"3243","2019","East Dunbartonshire","Walking (at least 30 min)","*","42.7","*","80.5","72.2","67.7"
"3244","2019","East Lothian","Walking (at least 30 min)","*","61.9","72.2","68.3","*","68.4"
"3245","2019","East Renfrewshire","Walking (at least 30 min)","*","*","*","*","64.9","65.1"
"3246","2019","Edinburgh, City of","Walking (at least 30 min)","60.4","63.6","80.5","79.3","85.7","78.1"
"3247","2019","Falkirk","Walking (at least 30 min)","*","44.4","62.1","*","*","60.5"
"3248","2019","Fife","Walking (at least 30 min)","66.2","70.8","66.7","79.2","75.8","72"
"3249","2019","Glasgow City","Walking (at least 30 min)","55","54","75.9","71.6","81.1","62.5"
"3250","2019","Highland","Walking (at least 30 min)","*","67.3","65.3","76.6","*","68.4"
"3251","2019","Inverclyde","Walking (at least 30 min)","52.7","*","*","*","*","61.4"
"3252","2019","Midlothian","Walking (at least 30 min)","*","59.7","70.2","87.3","*","70.3"
"3253","2019","Moray","Walking (at least 30 min)","*","*","61.6","75.4","*","67.1"
"3254","2019","Na h-Eileanan Siar","Walking (at least 30 min)","-","*","39.4","-","-","43.4"
"3255","2019","North Ayrshire","Walking (at least 30 min)","56.6","*","*","*","*","65.5"
"3256","2019","North Lanarkshire","Walking (at least 30 min)","58.2","62.4","70.1","70.9","*","63.9"
"3257","2019","Orkney Islands","Walking (at least 30 min)","-","*","74.3","69.6","*","71.4"
"3258","2019","Perth & Kinross","Walking (at least 30 min)","*","*","*","65.6","74.3","71"
"3259","2019","Renfrewshire","Walking (at least 30 min)","49.6","*","*","*","78.7","63"
"3260","2019","Scotland","Walking (at least 30 min)","57.4","61.8","68.2","72.9","77.7","67.7"
"3261","2019","Scottish Borders","Walking (at least 30 min)","*","*","73.5","72.3","*","74.2"
"3262","2019","Shetland Islands","Walking (at least 30 min)","-","*","69.8","75.8","-","72"
"3263","2019","South Ayrshire","Walking (at least 30 min)","*","64.1","72.4","*","*","71.3"
"3264","2019","South Lanarkshire","Walking (at least 30 min)","52.9","53.3","59.2","68.7","67.7","59.8"
"3265","2019","Stirling","Walking (at least 30 min)","*","*","*","78.7","80.7","77.4"
"3266","2019","West Dunbartonshire","Walking (at least 30 min)","60.4","61","*","*","*","61.1"
"3267","2019","West Lothian","Walking (at least 30 min)","*","55.2","*","*","*","63.2"
"3268","2019","Aberdeen City","Swimming","*","10.7","4.5","14","16","13.5"
"3269","2019","Aberdeenshire","Swimming","*","*","9.2","15.2","16.3","13.9"
"3270","2019","Angus","Swimming","*","15.9","12.3","18.7","*","16.7"
"3271","2019","Argyll & Bute","Swimming","*","*","16.9","20.7","*","17.6"
"3272","2019","Clackmannanshire","Swimming","2.7","14.1","*","*","*","17.2"
"3273","2019","Dumfries & Galloway","Swimming","*","6.3","13.9","5.6","*","9.9"
"3274","2019","Dundee City","Swimming","14.7","18","*","*","*","15.7"
"3275","2019","East Ayrshire","Swimming","9","13.9","*","*","*","16.3"
"3276","2019","East Dunbartonshire","Swimming","*","19.5","*","26.9","24.4","23.3"
"3277","2019","East Lothian","Swimming","*","20.1","19.1","25","*","22.9"
"3278","2019","East Renfrewshire","Swimming","*","*","*","*","29.2","21.9"
"3279","2019","Edinburgh, City of","Swimming","19.9","24.4","18.2","24","23.5","22.6"
"3280","2019","Falkirk","Swimming","*","28","14.1","*","*","19.2"
"3281","2019","Fife","Swimming","9.2","6.2","16.8","24.8","16.1","14.7"
"3282","2019","Glasgow City","Swimming","16.9","16.4","25.7","12.3","26","18.5"
"3283","2019","Highland","Swimming","*","14.9","13.8","8.4","*","12.4"
"3284","2019","Inverclyde","Swimming","17.2","*","*","*","*","20.1"
"3285","2019","Midlothian","Swimming","*","23.2","25.4","23.6","*","22.1"
"3286","2019","Moray","Swimming","*","*","11.7","14.5","*","12.7"
"3287","2019","Na h-Eileanan Siar","Swimming","-","*","12.8","-","-","13.4"
"3288","2019","North Ayrshire","Swimming","17.3","*","*","*","*","24.1"
"3289","2019","North Lanarkshire","Swimming","13.7","11.4","11.7","13.8","*","13.2"
"3290","2019","Orkney Islands","Swimming","-","*","22.2","16.3","*","16.7"
"3291","2019","Perth & Kinross","Swimming","*","*","*","30.2","29.5","24.4"
"3292","2019","Renfrewshire","Swimming","16.9","*","*","*","23.3","23.2"
"3293","2019","Scotland","Swimming","15.5","15.5","15.6","17.5","22.8","17.4"
"3294","2019","Scottish Borders","Swimming","*","*","19.2","10.8","*","14.1"
"3295","2019","Shetland Islands","Swimming","-","*","16.4","22.4","-","21.6"
"3296","2019","South Ayrshire","Swimming","*","16.1","10.5","*","*","13.6"
"3297","2019","South Lanarkshire","Swimming","17.1","8.8","9.9","10.4","24.8","13.8"
"3298","2019","Stirling","Swimming","*","*","*","9.9","25.8","18.3"
"3299","2019","West Dunbartonshire","Swimming","22.6","17.1","*","*","*","17.9"
"3300","2019","West Lothian","Swimming","*","10.1","*","*","*","20.2"
"3301","2019","Aberdeen City","Keep fit","*","19.8","5.8","17.2","6.9","11.1"
"3302","2019","Aberdeenshire","Keep fit","*","*","6.9","10.4","9.8","8.2"
