"","Year","Council","","1 - 20% most deprived","2","3","4","5 - 20% least deprived","All"
"1277","2015","Orkney Islands","Running / Jogging","-","2","*","10.5","*","10.4"
"1278","2015","Perth & Kinross","Running / Jogging","*","*","*","17","20.8","17.4"
"1279","2015","Renfrewshire","Running / Jogging","7.4","*","11.4","*","*","9.6"
"1280","2015","Scotland","Running / Jogging","10.1","9.5","11.1","14","16","12.2"
"1281","2015","Scottish Borders","Running / Jogging","*","*","12","7.9","*","7.5"
"1282","2015","Shetland Islands","Running / Jogging","-","*","11","15.3","*","12.9"
"1283","2015","South Ayrshire","Running / Jogging","*","7","7.8","*","8.7","9.8"
"1284","2015","South Lanarkshire","Running / Jogging","14.5","9.1","5.9","4.8","11.4","8.7"
"1285","2015","Stirling","Running / Jogging","*","*","*","11.7","19.1","10.9"
"1286","2015","West Dunbartonshire","Running / Jogging","8.2","8.3","*","*","*","9.8"
"1287","2015","West Lothian","Running / Jogging","*","7.6","5.3","*","*","8.8"
"1288","2015","Aberdeen City","Cycling (at least 30 min)","*","6.7","12.1","*","14.4","13"
"1289","2015","Aberdeenshire","Cycling (at least 30 min)","*","*","12.4","16.5","15.7","14.3"
"1290","2015","Angus","Cycling (at least 30 min)","*","9.4","8.7","10.5","*","9.4"
"1291","2015","Argyll & Bute","Cycling (at least 30 min)","*","*","15.7","13.6","*","13.4"
"1292","2015","Clackmannanshire","Cycling (at least 30 min)","6.9","*","6.7","*","*","9.2"
"1293","2015","Dumfries & Galloway","Cycling (at least 30 min)","*","*","14.6","11.5","*","13.5"
"1294","2015","Dundee City","Cycling (at least 30 min)","7.8","*","*","*","*","11"
"1295","2015","East Ayrshire","Cycling (at least 30 min)","10.3","13.7","*","*","*","12.1"
"1296","2015","East Dunbartonshire","Cycling (at least 30 min)","*","*","*","*","16.2","13.9"
"1297","2015","East Lothian","Cycling (at least 30 min)","*","*","*","17.4","*","14.9"
"1298","2015","East Renfrewshire","Cycling (at least 30 min)","*","*","*","15.4","15.8","13.8"
"1299","2015","Edinburgh, City of","Cycling (at least 30 min)","12.7","20.3","11.2","13.9","19.7","16.5"
"1300","2015","Falkirk","Cycling (at least 30 min)","*","6","10","22","*","12.1"
"1301","2015","Fife","Cycling (at least 30 min)","8.3","10","8","9.6","11.7","9.5"
"1302","2015","Glasgow City","Cycling (at least 30 min)","6","14.5","18","14.5","14.3","11.2"
"1303","2015","Highland","Cycling (at least 30 min)","*","17.5","14.5","17.6","*","16.6"
"1304","2015","Inverclyde","Cycling (at least 30 min)","2.7","*","*","*","*","6.1"
"1305","2015","Midlothian","Cycling (at least 30 min)","*","5.3","*","7.7","*","6.1"
"1306","2015","Moray","Cycling (at least 30 min)","*","*","10.4","11.1","*","10.8"
"1307","2015","Na h-Eileanan Siar","Cycling (at least 30 min)","-","7","13.8","*","-","11.7"
"1308","2015","North Ayrshire","Cycling (at least 30 min)","9.6","3.5","*","*","*","9.1"
"1309","2015","North Lanarkshire","Cycling (at least 30 min)","11.6","6.7","8.1","*","*","8.4"
"1310","2015","Orkney Islands","Cycling (at least 30 min)","-","12","*","12.4","*","12.4"
"1311","2015","Perth & Kinross","Cycling (at least 30 min)","*","*","*","20.8","21.1","20.2"
"1312","2015","Renfrewshire","Cycling (at least 30 min)","3.2","*","9.8","*","*","5.7"
"1313","2015","Scotland","Cycling (at least 30 min)","7.8","9.5","11","14.4","15.7","11.8"
"1314","2015","Scottish Borders","Cycling (at least 30 min)","*","*","11.9","7.4","*","9.5"
"1315","2015","Shetland Islands","Cycling (at least 30 min)","-","*","10.8","7.7","*","8.5"
"1316","2015","South Ayrshire","Cycling (at least 30 min)","*","8.9","6.5","*","13.2","11.4"
"1317","2015","South Lanarkshire","Cycling (at least 30 min)","4.5","7.5","2.8","18","8.1","7.9"
"1318","2015","Stirling","Cycling (at least 30 min)","*","*","*","23.8","19.1","14.5"
"1319","2015","West Dunbartonshire","Cycling (at least 30 min)","5.2","9.3","*","*","*","7.6"
"1320","2015","West Lothian","Cycling (at least 30 min)","*","1.4","12.4","*","*","11.7"
"1321","2015","Aberdeen City","Dancing","*","14.1","9","*","11.7","11.1"
"1322","2015","Aberdeenshire","Dancing","*","*","12.1","4.3","6","5.9"
"1323","2015","Angus","Dancing","*","-","7.2","13.1","*","8.5"
"1324","2015","Argyll & Bute","Dancing","*","*","4.1","6.4","*","5"
"1325","2015","Clackmannanshire","Dancing","2","*","6.4","*","*","8.6"
"1326","2015","Dumfries & Galloway","Dancing","*","*","8.8","5.4","*","7.3"
"1327","2015","Dundee City","Dancing","15.7","*","*","*","*","15.1"
"1328","2015","East Ayrshire","Dancing","2","5.4","*","*","*","5.9"
"1329","2015","East Dunbartonshire","Dancing","*","*","*","*","5.7","6.8"
"1330","2015","East Lothian","Dancing","*","*","*","3.1","*","5.5"
"1331","2015","East Renfrewshire","Dancing","*","*","*","3.2","3.5","5.3"
"1332","2015","Edinburgh, City of","Dancing","7.1","10.1","8.7","9.5","11.5","10"
"1333","2015","Falkirk","Dancing","*","2.4","1.1","1.9","*","2.8"
"1334","2015","Fife","Dancing","5","6.6","7.3","8.8","5","6.6"
"1335","2015","Glasgow City","Dancing","5.2","5","14.8","14.5","5.9","7.8"
"1336","2015","Highland","Dancing","*","5.5","5","12.9","*","8"
"1337","2015","Inverclyde","Dancing","4.6","*","*","*","*","6.6"
"1338","2015","Midlothian","Dancing","*","3.3","*","14.5","*","5.9"
"1339","2015","Moray","Dancing","*","*","8.9","7.4","*","8.6"
"1340","2015","Na h-Eileanan Siar","Dancing","-","8.8","6.9","*","-","7.3"
"1341","2015","North Ayrshire","Dancing","3.9","3.3","*","*","*","3.9"
"1342","2015","North Lanarkshire","Dancing","8.1","2.5","6.9","*","*","5.8"
"1343","2015","Orkney Islands","Dancing","-","6.9","*","3.1","*","3.9"
"1344","2015","Perth & Kinross","Dancing","*","*","*","9.7","6","7.6"
"1345","2015","Renfrewshire","Dancing","5.3","*","5.4","*","*","5"
"1346","2015","Scotland","Dancing","6.4","5.9","7.3","8.6","7.8","7.2"
"1347","2015","Scottish Borders","Dancing","*","*","6.4","7.2","*","5.8"
"1348","2015","Shetland Islands","Dancing","-","*","5.9","4.3","*","5.5"
"1349","2015","South Ayrshire","Dancing","*","4.6","1.8","*","0.9","4.8"
"1350","2015","South Lanarkshire","Dancing","10.6","6.9","5.4","13.5","8.5","8.6"
"1351","2015","Stirling","Dancing","*","*","*","8.5","6.1","5.3"
"1352","2015","West Dunbartonshire","Dancing","2.6","4.4","*","*","*","3.4"
"1353","2015","West Lothian","Dancing","*","8.1","2.5","*","*","5.9"
"1354","2015","Aberdeen City","Football","*","6.7","9.2","*","6.3","8.6"
"1355","2015","Aberdeenshire","Football","*","*","11.2","5.7","4.5","6.2"
"1356","2015","Angus","Football","*","5","4.3","7","*","7.4"
"1357","2015","Argyll & Bute","Football","*","*","-","3.7","*","5"
"1358","2015","Clackmannanshire","Football","7.9","*","6.4","*","*","5.6"
"1359","2015","Dumfries & Galloway","Football","*","*","13.9","2.4","*","8.3"
"1360","2015","Dundee City","Football","4.5","*","*","*","*","4"
"1361","2015","East Ayrshire","Football","4.2","7.6","*","*","*","7"
"1362","2015","East Dunbartonshire","Football","*","*","*","*","8","7.3"
"1363","2015","East Lothian","Football","*","*","*","9.8","*","10.2"
"1364","2015","East Renfrewshire","Football","*","*","*","7","10.7","10.1"
"1365","2015","Edinburgh, City of","Football","13.7","6.2","9.2","4.5","6.5","7.3"
"1366","2015","Falkirk","Football","*","1.1","8.2","10.7","*","7.8"
"1367","2015","Fife","Football","8.4","8.1","8.9","4.3","6.1","7.3"
"1368","2015","Glasgow City","Football","9.3","9.8","10","6.9","4.8","8.9"
"1369","2015","Highland","Football","*","12.9","3.2","6.4","*","6"
"1370","2015","Inverclyde","Football","12.6","*","*","*","*","11.4"
"1371","2015","Midlothian","Football","*","6.4","*","5.3","*","8.1"
"1372","2015","Moray","Football","*","*","11.3","7.8","*","8"
"1373","2015","Na h-Eileanan Siar","Football","-","4.7","3.6","*","-","3.9"
"1374","2015","North Ayrshire","Football","14.4","-","*","*","*","7.6"
"1375","2015","North Lanarkshire","Football","9.4","9","10.8","*","*","8.2"
"1376","2015","Orkney Islands","Football","-","4.1","*","10.5","*","8.3"
"1377","2015","Perth & Kinross","Football","*","*","*","5.7","11.5","10.3"
"1378","2015","Renfrewshire","Football","3.2","*","7","*","*","7.5"
"1379","2015","Scotland","Football","9","6.7","8","6.8","7.4","7.5"
"1380","2015","Scottish Borders","Football","*","*","-","1.7","*","3.5"
"1381","2015","Shetland Islands","Football","-","*","3.5","8.9","*","6.4"
"1382","2015","South Ayrshire","Football","*","2.3","3.5","*","5.8","5"
"1383","2015","South Lanarkshire","Football","14.1","3.2","8.4","11.7","11.2","9.1"
"1384","2015","Stirling","Football","*","*","*","2","19.4","8.3"
"1385","2015","West Dunbartonshire","Football","9.4","3.5","*","*","*","7.3"
"1386","2015","West Lothian","Football","*","4.5","4.7","*","*","4.4"
"1387","2015","Aberdeen City","Golf","*","-","1.2","*","12.5","6.9"
"1388","2015","Aberdeenshire","Golf","*","*","2.8","7.3","13","8.4"
"1389","2015","Angus","Golf","*","3.1","3.9","5.4","*","6.1"
"1390","2015","Argyll & Bute","Golf","*","*","1.7","1.3","*","2"
"1391","2015","Clackmannanshire","Golf","-","*","3.6","*","*","3.5"
"1392","2015","Dumfries & Galloway","Golf","*","*","7.1","3.6","*","4.8"
"1393","2015","Dundee City","Golf","1.2","*","*","*","*","5.5"
"1394","2015","East Ayrshire","Golf","5.9","6.1","*","*","*","5.8"
"1395","2015","East Dunbartonshire","Golf","*","*","*","*","9.4","7.2"
"1396","2015","East Lothian","Golf","*","*","*","15.5","*","14.1"
"1397","2015","East Renfrewshire","Golf","*","*","*","6.9","14.1","10.6"
"1398","2015","Edinburgh, City of","Golf","10.4","1.8","5.6","9.5","9","7.8"
"1399","2015","Falkirk","Golf","*","-","3.7","6.5","*","5"
"1400","2015","Fife","Golf","1.4","5.4","7.7","7.6","8.8","6"
"1401","2015","Glasgow City","Golf","3","1.9","3.8","7","3.1","3.3"
"1402","2015","Highland","Golf","*","6","6.2","4.3","*","4.5"
"1403","2015","Inverclyde","Golf","3.3","*","*","*","*","3.9"
"1404","2015","Midlothian","Golf","*","-","*","1.4","*","1.9"
"1405","2015","Moray","Golf","*","*","4.6","8.1","*","5.9"
"1406","2015","Na h-Eileanan Siar","Golf","-","-","1.9","*","-","1.3"
"1407","2015","North Ayrshire","Golf","4.3","0.7","*","*","*","5.6"
"1408","2015","North Lanarkshire","Golf","3.9","5","1.8","*","*","4"
"1409","2015","Orkney Islands","Golf","-","3.1","*","4.8","*","4.3"
"1410","2015","Perth & Kinross","Golf","*","*","*","9.6","9.2","10.7"
"1411","2015","Renfrewshire","Golf","3.4","*","2.9","*","*","5.6"
"1412","2015","Scotland","Golf","3.2","4.2","5","7","10.2","5.9"
"1413","2015","Scottish Borders","Golf","*","*","2","3","*","5.5"
"1414","2015","Shetland Islands","Golf","-","*","3.1","3.1","*","4.7"
"1415","2015","South Ayrshire","Golf","*","7.2","9","*","12","8.6"
"1416","2015","South Lanarkshire","Golf","1.6","1","8.3","0.7","12.1","4.7"
"1417","2015","Stirling","Golf","*","*","*","7","15.5","10.6"
"1418","2015","West Dunbartonshire","Golf","1.3","6.7","*","*","*","5"
"1419","2015","West Lothian","Golf","*","3.5","3.2","*","*","5.9"
"1420","2015","Aberdeen City","Snooker / Billiards / Pool","*","6.2","5.6","*","9.9","7.3"
"1421","2015","Aberdeenshire","Snooker / Billiards / Pool","*","*","2.2","8.9","1.6","4.3"
"1422","2015","Angus","Snooker / Billiards / Pool","*","2.8","4.3","3.7","*","3.1"
"1423","2015","Argyll & Bute","Snooker / Billiards / Pool","*","*","7.3","3.5","*","4.6"
"1424","2015","Clackmannanshire","Snooker / Billiards / Pool","3.7","*","0.8","*","*","2.7"
"1425","2015","Dumfries & Galloway","Snooker / Billiards / Pool","*","*","8.2","3.8","*","5.2"
"1426","2015","Dundee City","Snooker / Billiards / Pool","12.2","*","*","*","*","7.1"
"1427","2015","East Ayrshire","Snooker / Billiards / Pool","4.6","1.4","*","*","*","3.5"
"1428","2015","East Dunbartonshire","Snooker / Billiards / Pool","*","*","*","*","2.4","4.9"
"1429","2015","East Lothian","Snooker / Billiards / Pool","*","*","*","7.5","*","6.8"
"1430","2015","East Renfrewshire","Snooker / Billiards / Pool","*","*","*","11.3","0.7","5.9"
"1431","2015","Edinburgh, City of","Snooker / Billiards / Pool","13.7","2.5","5.3","8.5","4.5","6.1"
"1432","2015","Falkirk","Snooker / Billiards / Pool","*","4.7","8.6","9.2","*","6"
"1433","2015","Fife","Snooker / Billiards / Pool","6.1","3.3","2.6","1.6","2.7","3.3"
"1434","2015","Glasgow City","Snooker / Billiards / Pool","4.4","6.6","8","7.6","1.2","5.5"
"1435","2015","Highland","Snooker / Billiards / Pool","*","11.4","1.2","6.2","*","6.7"
"1436","2015","Inverclyde","Snooker / Billiards / Pool","7.2","*","*","*","*","6.7"
"1437","2015","Midlothian","Snooker / Billiards / Pool","*","3.3","*","-","*","3"
"1438","2015","Moray","Snooker / Billiards / Pool","*","*","10.2","8.6","*","8.1"
"1439","2015","Na h-Eileanan Siar","Snooker / Billiards / Pool","-","3.2","3.4","*","-","3.3"
"1440","2015","North Ayrshire","Snooker / Billiards / Pool","4.1","3.2","*","*","*","2.8"
"1441","2015","North Lanarkshire","Snooker / Billiards / Pool","8.3","2.8","-","*","*","4.3"
"1442","2015","Orkney Islands","Snooker / Billiards / Pool","-","11.6","*","7.8","*","7"
"1443","2015","Perth & Kinross","Snooker / Billiards / Pool","*","*","*","2.3","7","7.1"
"1444","2015","Renfrewshire","Snooker / Billiards / Pool","4.5","*","1","*","*","3.9"
"1445","2015","Scotland","Snooker / Billiards / Pool","6.7","4.8","4.2","5.6","4.7","5.2"
"1446","2015","Scottish Borders","Snooker / Billiards / Pool","*","*","-","1.6","*","3.1"
"1447","2015","Shetland Islands","Snooker / Billiards / Pool","-","*","1.6","9.2","*","6.7"
"1448","2015","South Ayrshire","Snooker / Billiards / Pool","*","11.3","1.8","*","7.4","6.1"
"1449","2015","South Lanarkshire","Snooker / Billiards / Pool","12.7","2.5","4.5","4.5","9.7","6.1"
"1450","2015","Stirling","Snooker / Billiards / Pool","*","*","*","1.4","4.4","3"
"1451","2015","West Dunbartonshire","Snooker / Billiards / Pool","6.4","4.2","*","*","*","5.3"
"1452","2015","West Lothian","Snooker / Billiards / Pool","*","-","3.9","*","*","3.2"
"1453","2015","Aberdeen City","Bowls","*","1.7","2.5","*","3.1","2.6"
"1454","2015","Aberdeenshire","Bowls","*","*","1.5","1.7","0.5","1.1"
"1455","2015","Angus","Bowls","*","2.9","1","-","*","1.9"
"1456","2015","Argyll & Bute","Bowls","*","*","0.7","2.8","*","1.5"
"1457","2015","Clackmannanshire","Bowls","-","*","-","*","*","0.9"
"1458","2015","Dumfries & Galloway","Bowls","*","*","0.6","0.7","*","0.8"
"1459","2015","Dundee City","Bowls","2.2","*","*","*","*","2.4"
"1460","2015","East Ayrshire","Bowls","2.1","1.1","*","*","*","2.1"
"1461","2015","East Dunbartonshire","Bowls","*","*","*","*","6","6.2"
"1462","2015","East Lothian","Bowls","*","*","*","3.1","*","1.6"
"1463","2015","East Renfrewshire","Bowls","*","*","*","3.1","3","3.9"
"1464","2015","Edinburgh, City of","Bowls","5.6","1.1","6.5","3.2","2.3","3.4"
"1465","2015","Falkirk","Bowls","*","1.6","2.6","2.4","*","2.7"
"1466","2015","Fife","Bowls","1.4","1","0.8","2.1","3.5","1.7"
"1467","2015","Glasgow City","Bowls","0.9","3.4","2.8","2.5","-","1.8"
"1468","2015","Highland","Bowls","*","1.9","2.1","1.7","*","1.6"
"1469","2015","Inverclyde","Bowls","1.9","*","*","*","*","2.4"
"1470","2015","Midlothian","Bowls","*","8.6","*","-","*","5.1"
"1471","2015","Moray","Bowls","*","*","4.1","5.1","*","3.5"
"1472","2015","Na h-Eileanan Siar","Bowls","-","1.4","1","*","-","1.1"
"1473","2015","North Ayrshire","Bowls","2.7","-","*","*","*","1.8"
"1474","2015","North Lanarkshire","Bowls","-","4","2.6","*","*","2.4"
"1475","2015","Orkney Islands","Bowls","-","2.1","*","2.2","*","2.1"
"1476","2015","Perth & Kinross","Bowls","*","*","*","4.5","-","2.7"
"1477","2015","Renfrewshire","Bowls","0.6","*","3.6","*","*","2.2"
"1478","2015","Scotland","Bowls","1.6","2.2","2.2","2.5","2.4","2.2"
"1479","2015","Scottish Borders","Bowls","*","*","1.3","1.7","*","1.7"
"1480","2015","Shetland Islands","Bowls","-","*","4.1","0.9","*","2.1"
"1481","2015","South Ayrshire","Bowls","*","2.6","1.8","*","1.7","2.1"
"1482","2015","South Lanarkshire","Bowls","0.9","1.1","1.5","1.5","1.6","1.4"
"1483","2015","Stirling","Bowls","*","*","*","1.7","-","0.8"
"1484","2015","West Dunbartonshire","Bowls","2.5","2.9","*","*","*","2"
"1485","2015","West Lothian","Bowls","*","2.4","0.7","*","*","2"
"1486","2015","Aberdeen City","Other","*","5.7","-","*","4.3","2.9"
"1487","2015","Aberdeenshire","Other","-","-","-","-","-","-"
"1488","2015","Angus","Other","*","-","-","1.4","*","0.5"
"1489","2015","Argyll & Bute","Other","-","-","-","-","-","-"
"1490","2015","Clackmannanshire","Other","-","*","-","*","*","0.2"
"1491","2015","Dumfries & Galloway","Other","-","-","-","-","-","-"
"1492","2015","Dundee City","Other","1.2","*","*","*","*","1.2"
"1493","2015","East Ayrshire","Other","-","-","-","-","-","-"
"1494","2015","East Dunbartonshire","Other","*","*","*","*","-","0.2"
"1495","2015","East Lothian","Other","-","-","-","-","-","-"
"1496","2015","East Renfrewshire","Other","*","*","*","-","0.5","0.3"
"1497","2015","Edinburgh, City of","Other","3.5","2.7","-","1.3","1.8","1.7"
"1498","2015","Falkirk","Other","-","-","-","-","-","-"
"1499","2015","Fife","Other","-","-","-","2.4","-","0.5"
